clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_55059.wav,data\clips_aug\overlay_31754.wav,data\clips_libricss\OV20_session9_clip323.wav,4,"['8463', '7729', '121', '1284']"
data\clips_aug\overlay_55060.wav,data\clips_aug\overlay_20938.wav,data\clips_libricss\OV40_session0_clip182.wav,4,"['6930', '61', '1320', '7729']"
data\clips_aug\overlay_55061.wav,data\clips_aug\overlay_28255.wav,data\clips_libricss\OV20_session8_clip314.wav,4,"['7729', '5142', '4507', '2300']"
data\clips_aug\overlay_55062.wav,data\clips_aug\overlay_39793.wav,data\clips_libricss\OV30_session6_clip425.wav,4,"['6829', '5639', '8224', '237']"
data\clips_aug\overlay_55063.wav,data\clips_aug\overlay_26145.wav,data\clips_libricss\0L_session1_clip539.wav,4,"['7176', '1580', '8230', '2961']"
data\clips_aug\overlay_55064.wav,data\clips_aug\overlay_31713.wav,data\clips_libricss\OV10_session6_clip190.wav,4,"['1089', '6930', '8230', '4446']"
data\clips_aug\overlay_55065.wav,data\clips_aug\overlay_34316.wav,data\clips_libricss\0L_session7_clip436.wav,4,"['8455', '5105', '3729', '4077']"
data\clips_aug\overlay_55066.wav,data\clips_aug\overlay_21165.wav,data\clips_libricss\OV10_session7_clip530.wav,4,"['3729', '4507', '4446', '121']"
data\clips_aug\overlay_55067.wav,data\clips_aug\overlay_28946.wav,data\clips_libricss\OV40_session5_clip602.wav,4,"['3570', '6829', '3729', '4077']"
data\clips_aug\overlay_55068.wav,data\clips_aug\overlay_44651.wav,data\clips_libricss\0S_session1_clip160.wav,4,"['8463', '8455', '6930', '1089']"
data\clips_aug\overlay_55069.wav,data\clips_aug\overlay_21830.wav,data\clips_libricss\OV30_session9_clip496.wav,4,"['237', '4507', '3575', '6930']"
data\clips_aug\overlay_55070.wav,data\clips_aug\overlay_33040.wav,data\clips_libricss\OV40_session9_clip596.wav,4,"['672', '908', '1284', '2961']"
data\clips_aug\overlay_55071.wav,data\clips_aug\overlay_43344.wav,data\clips_libricss\OV10_session8_clip248.wav,4,"['2961', '4507', '3729', '2300']"
data\clips_aug\overlay_55072.wav,data\clips_aug\overlay_41439.wav,data\clips_libricss\0S_session2_clip406.wav,4,"['7127', '8555', '4077', '5105']"
data\clips_aug\overlay_55073.wav,data\clips_aug\overlay_40021.wav,data\clips_libricss\OV40_session4_clip103.wav,4,"['260', '8455', '7021', '908']"
data\clips_aug\overlay_55074.wav,data\clips_aug\overlay_29672.wav,data\clips_libricss\OV40_session0_clip51.wav,4,"['4970', '260', '8230', '1284']"
data\clips_aug\overlay_55075.wav,data\clips_aug\overlay_33282.wav,data\clips_libricss\OV30_session6_clip477.wav,4,"['3729', '1580', '7729', '6829']"
data\clips_aug\overlay_55076.wav,data\clips_aug\overlay_40524.wav,data\clips_libricss\OV10_session8_clip139.wav,4,"['8463', '7127', '1089', '7729']"
data\clips_aug\overlay_55077.wav,data\clips_aug\overlay_35963.wav,data\clips_libricss\OV40_session4_clip169.wav,4,"['1188', '61', '4077', '3729']"
data\clips_aug\overlay_55078.wav,data\clips_aug\overlay_43151.wav,data\clips_libricss\OV10_session0_clip213.wav,4,"['8224', '7729', '260', '4992']"
data\clips_aug\overlay_55079.wav,data\clips_aug\overlay_40644.wav,data\clips_libricss\OV10_session6_clip277.wav,4,"['2961', '1320', '3570', '1089']"
data\clips_aug\overlay_55080.wav,data\clips_aug\overlay_43043.wav,data\clips_libricss\0L_session4_clip25.wav,4,"['7729', '8463', '2300', '7021']"
data\clips_aug\overlay_55081.wav,data\clips_aug\overlay_43909.wav,data\clips_libricss\OV10_session9_clip407.wav,4,"['237', '3575', '4077', '1320']"
data\clips_aug\overlay_55082.wav,data\clips_aug\overlay_41990.wav,data\clips_libricss\0L_session2_clip433.wav,4,"['4970', '3729', '2830', '1995']"
data\clips_aug\overlay_55083.wav,data\clips_aug\overlay_28865.wav,data\clips_libricss\0L_session2_clip340.wav,4,"['1089', '4507', '61', '8463']"
data\clips_aug\overlay_55084.wav,data\clips_aug\overlay_20522.wav,data\clips_libricss\OV40_session4_clip59.wav,4,"['1320', '4446', '2300', '1188']"
data\clips_aug\overlay_55085.wav,data\clips_aug\overlay_39149.wav,data\clips_libricss\OV10_session9_clip581.wav,4,"['237', '7729', '2961', '5639']"
data\clips_aug\overlay_55086.wav,data\clips_aug\overlay_27073.wav,data\clips_libricss\OV40_session4_clip102.wav,4,"['2961', '4970', '1221', '908']"
data\clips_aug\overlay_55087.wav,data\clips_aug\overlay_39374.wav,data\clips_libricss\0L_session4_clip567.wav,4,"['8455', '4446', '8463', '2961']"
data\clips_aug\overlay_55088.wav,data\clips_aug\overlay_34318.wav,data\clips_libricss\OV10_session7_clip399.wav,4,"['3729', '5639', '2961', '61']"
data\clips_aug\overlay_55089.wav,data\clips_aug\overlay_41178.wav,data\clips_libricss\OV30_session1_clip8.wav,4,"['2961', '1188', '3575', '8230']"
data\clips_aug\overlay_55090.wav,data\clips_aug\overlay_30625.wav,data\clips_libricss\OV20_session8_clip484.wav,4,"['2300', '8463', '6930', '1221']"
data\clips_aug\overlay_55091.wav,data\clips_aug\overlay_42001.wav,data\clips_libricss\0S_session9_clip170.wav,4,"['3729', '4507', '1995', '7021']"
data\clips_aug\overlay_55092.wav,data\clips_aug\overlay_30576.wav,data\clips_libricss\OV10_session9_clip532.wav,4,"['8230', '2094', '1188', '8224']"
data\clips_aug\overlay_55093.wav,data\clips_aug\overlay_32466.wav,data\clips_libricss\OV10_session9_clip559.wav,4,"['5105', '7176', '8555', '8224']"
data\clips_aug\overlay_55094.wav,data\clips_aug\overlay_33917.wav,data\clips_libricss\OV10_session2_clip377.wav,4,"['7729', '4992', '8555', '1188']"
data\clips_aug\overlay_55095.wav,data\clips_aug\overlay_43604.wav,data\clips_libricss\OV30_session0_clip509.wav,4,"['8230', '8224', '5683', '2830']"
data\clips_aug\overlay_55096.wav,data\clips_aug\overlay_29572.wav,data\clips_libricss\OV30_session1_clip361.wav,4,"['8224', '7127', '1284', '1580']"
data\clips_aug\overlay_55097.wav,data\clips_aug\overlay_26847.wav,data\clips_libricss\OV40_session2_clip494.wav,4,"['1995', '1284', '2961', '1188']"
data\clips_aug\overlay_55098.wav,data\clips_aug\overlay_40845.wav,data\clips_libricss\OV10_session1_clip209.wav,4,"['4077', '1320', '8224', '1580']"
data\clips_aug\overlay_55099.wav,data\clips_aug\overlay_28181.wav,data\clips_libricss\OV30_session8_clip200.wav,4,"['260', '61', '4507', '1188']"
data\clips_aug\overlay_55100.wav,data\clips_aug\overlay_39629.wav,data\clips_libricss\OV20_session1_clip116.wav,4,"['4507', '2830', '3729', '1089']"
data\clips_aug\overlay_55101.wav,data\clips_aug\overlay_23176.wav,data\clips_libricss\0S_session2_clip341.wav,4,"['4077', '8224', '1580', '2961']"
data\clips_aug\overlay_55102.wav,data\clips_aug\overlay_37754.wav,data\clips_libricss\OV30_session4_clip484.wav,4,"['1995', '5683', '7127', '8463']"
data\clips_aug\overlay_55103.wav,data\clips_aug\overlay_20695.wav,data\clips_libricss\OV40_session7_clip482.wav,4,"['5683', '5142', '1188', '8455']"
data\clips_aug\overlay_55104.wav,data\clips_aug\overlay_21548.wav,data\clips_libricss\OV10_session5_clip585.wav,4,"['1995', '8463', '672', '8230']"
data\clips_aug\overlay_55105.wav,data\clips_aug\overlay_30961.wav,data\clips_libricss\0S_session0_clip525.wav,4,"['3570', '8230', '8555', '7176']"
data\clips_aug\overlay_55106.wav,data\clips_aug\overlay_44840.wav,data\clips_libricss\OV10_session3_clip94.wav,4,"['7021', '3575', '3729', '1580']"
data\clips_aug\overlay_55107.wav,data\clips_aug\overlay_40852.wav,data\clips_libricss\OV30_session6_clip49.wav,4,"['3575', '8463', '7729', '8555']"
data\clips_aug\overlay_55108.wav,data\clips_aug\overlay_29685.wav,data\clips_libricss\OV30_session0_clip3.wav,4,"['3729', '1284', '7127', '2830']"
data\clips_aug\overlay_55109.wav,data\clips_aug\overlay_23986.wav,data\clips_libricss\0S_session5_clip200.wav,4,"['8224', '121', '5105', '4507']"
data\clips_aug\overlay_55110.wav,data\clips_aug\overlay_39188.wav,data\clips_libricss\OV40_session6_clip124.wav,4,"['4077', '1320', '1188', '8230']"
data\clips_aug\overlay_55111.wav,data\clips_aug\overlay_33707.wav,data\clips_libricss\0L_session1_clip464.wav,4,"['1188', '3575', '5105', '2961']"
data\clips_aug\overlay_55112.wav,data\clips_aug\overlay_38358.wav,data\clips_libricss\OV40_session0_clip141.wav,4,"['260', '61', '4507', '1320']"
data\clips_aug\overlay_55113.wav,data\clips_aug\overlay_22959.wav,data\clips_libricss\OV20_session9_clip444.wav,4,"['1320', '5105', '8230', '5639']"
data\clips_aug\overlay_55114.wav,data\clips_aug\overlay_39961.wav,data\clips_libricss\OV30_session8_clip532.wav,4,"['1221', '8224', '2300', '908']"
data\clips_aug\overlay_55115.wav,data\clips_aug\overlay_35265.wav,data\clips_libricss\0S_session3_clip138.wav,4,"['121', '1580', '4077', '6829']"
data\clips_aug\overlay_55116.wav,data\clips_aug\overlay_29951.wav,data\clips_libricss\0S_session2_clip419.wav,4,"['4077', '2961', '1188', '7729']"
data\clips_aug\overlay_55117.wav,data\clips_aug\overlay_32574.wav,data\clips_libricss\0S_session0_clip229.wav,4,"['7729', '5105', '237', '4077']"
data\clips_aug\overlay_55118.wav,data\clips_aug\overlay_25741.wav,data\clips_libricss\0L_session0_clip517.wav,4,"['1995', '8224', '2300', '8230']"
data\clips_aug\overlay_55119.wav,data\clips_aug\overlay_30949.wav,data\clips_libricss\OV10_session2_clip253.wav,4,"['4077', '3575', '8555', '7127']"
data\clips_aug\overlay_55120.wav,data\clips_aug\overlay_43930.wav,data\clips_libricss\OV20_session0_clip240.wav,4,"['3570', '3729', '7176', '4970']"
data\clips_aug\overlay_55121.wav,data\clips_aug\overlay_44187.wav,data\clips_libricss\OV10_session8_clip187.wav,4,"['4507', '1089', '908', '1320']"
data\clips_aug\overlay_55122.wav,data\clips_aug\overlay_29434.wav,data\clips_libricss\OV20_session6_clip525.wav,4,"['8230', '5142', '8224', '6829']"
data\clips_aug\overlay_55123.wav,data\clips_aug\overlay_33310.wav,data\clips_libricss\0L_session4_clip602.wav,4,"['4077', '1320', '1089', '7729']"
data\clips_aug\overlay_55124.wav,data\clips_aug\overlay_43110.wav,data\clips_libricss\OV40_session1_clip481.wav,4,"['1320', '8463', '7729', '4446']"
data\clips_aug\overlay_55125.wav,data\clips_aug\overlay_25654.wav,data\clips_libricss\0S_session4_clip493.wav,4,"['7021', '908', '1188', '2961']"
data\clips_aug\overlay_55126.wav,data\clips_aug\overlay_36359.wav,data\clips_libricss\OV40_session6_clip439.wav,4,"['2830', '1995', '4970', '1188']"
data\clips_aug\overlay_55127.wav,data\clips_aug\overlay_37080.wav,data\clips_libricss\OV30_session3_clip280.wav,4,"['8230', '8455', '2300', '5105']"
data\clips_aug\overlay_55128.wav,data\clips_aug\overlay_44788.wav,data\clips_libricss\0S_session0_clip200.wav,4,"['4970', '5105', '2961', '1320']"
data\clips_aug\overlay_55129.wav,data\clips_aug\overlay_42989.wav,data\clips_libricss\OV10_session4_clip375.wav,4,"['8230', '8463', '1995', '8224']"
data\clips_aug\overlay_55130.wav,data\clips_aug\overlay_21213.wav,data\clips_libricss\OV30_session9_clip80.wav,4,"['1221', '5105', '4992', '7127']"
data\clips_aug\overlay_55131.wav,data\clips_aug\overlay_29241.wav,data\clips_libricss\0S_session9_clip229.wav,4,"['1320', '8463', '7729', '8230']"
data\clips_aug\overlay_55132.wav,data\clips_aug\overlay_37317.wav,data\clips_libricss\OV30_session0_clip541.wav,4,"['5683', '908', '3729', '3575']"
data\clips_aug\overlay_55133.wav,data\clips_aug\overlay_22142.wav,data\clips_libricss\OV30_session4_clip159.wav,4,"['1284', '4077', '5105', '8463']"
data\clips_aug\overlay_55134.wav,data\clips_aug\overlay_37188.wav,data\clips_libricss\OV10_session8_clip485.wav,4,"['7127', '121', '260', '2300']"
data\clips_aug\overlay_55135.wav,data\clips_aug\overlay_43954.wav,data\clips_libricss\0S_session2_clip48.wav,4,"['121', '908', '3575', '5639']"
data\clips_aug\overlay_55136.wav,data\clips_aug\overlay_42779.wav,data\clips_libricss\OV10_session2_clip428.wav,4,"['1995', '6829', '1188', '7127']"
data\clips_aug\overlay_55137.wav,data\clips_aug\overlay_29428.wav,data\clips_libricss\OV20_session6_clip396.wav,4,"['2094', '3570', '1320', '8224']"
data\clips_aug\overlay_55138.wav,data\clips_aug\overlay_44916.wav,data\clips_libricss\OV10_session1_clip189.wav,4,"['4077', '2961', '3575', '3570']"
data\clips_aug\overlay_55139.wav,data\clips_aug\overlay_44273.wav,data\clips_libricss\OV30_session7_clip496.wav,4,"['1221', '8463', '908', '1188']"
data\clips_aug\overlay_55140.wav,data\clips_aug\overlay_34603.wav,data\clips_libricss\0L_session9_clip232.wav,4,"['1089', '8230', '7176', '4077']"
data\clips_aug\overlay_55141.wav,data\clips_aug\overlay_27106.wav,data\clips_libricss\OV10_session7_clip476.wav,4,"['1580', '3575', '2094', '8463']"
data\clips_aug\overlay_55142.wav,data\clips_aug\overlay_30002.wav,data\clips_libricss\OV40_session0_clip318.wav,4,"['4077', '8224', '260', '121']"
data\clips_aug\overlay_55143.wav,data\clips_aug\overlay_23088.wav,data\clips_libricss\OV10_session3_clip119.wav,4,"['7127', '8224', '8455', '672']"
data\clips_aug\overlay_55144.wav,data\clips_aug\overlay_30460.wav,data\clips_libricss\OV20_session0_clip375.wav,4,"['2830', '8224', '672', '8555']"
data\clips_aug\overlay_55145.wav,data\clips_aug\overlay_24171.wav,data\clips_libricss\OV40_session7_clip362.wav,4,"['3575', '1188', '1221', '1580']"
data\clips_aug\overlay_55146.wav,data\clips_aug\overlay_39878.wav,data\clips_libricss\OV30_session8_clip103.wav,4,"['260', '1995', '5105', '7021']"
data\clips_aug\overlay_55147.wav,data\clips_aug\overlay_42734.wav,data\clips_libricss\OV20_session9_clip587.wav,4,"['2830', '8455', '8224', '7729']"
data\clips_aug\overlay_55148.wav,data\clips_aug\overlay_36300.wav,data\clips_libricss\OV20_session0_clip241.wav,4,"['8224', '7729', '5105', '4970']"
data\clips_aug\overlay_55149.wav,data\clips_aug\overlay_20307.wav,data\clips_libricss\OV20_session4_clip516.wav,4,"['237', '908', '6930', '5105']"
data\clips_aug\overlay_55150.wav,data\clips_aug\overlay_30149.wav,data\clips_libricss\OV20_session4_clip374.wav,4,"['5142', '121', '8224', '8230']"
data\clips_aug\overlay_55151.wav,data\clips_aug\overlay_38931.wav,data\clips_libricss\OV30_session8_clip56.wav,4,"['1188', '1089', '260', '7021']"
data\clips_aug\overlay_55152.wav,data\clips_aug\overlay_27737.wav,data\clips_libricss\OV30_session6_clip333.wav,4,"['8224', '672', '1320', '61']"
data\clips_aug\overlay_55153.wav,data\clips_aug\overlay_21689.wav,data\clips_libricss\0S_session4_clip513.wav,4,"['2300', '2094', '5105', '672']"
data\clips_aug\overlay_55154.wav,data\clips_aug\overlay_38155.wav,data\clips_libricss\OV20_session9_clip35.wav,4,"['121', '2961', '8555', '7729']"
data\clips_aug\overlay_55155.wav,data\clips_aug\overlay_28190.wav,data\clips_libricss\OV10_session2_clip33.wav,4,"['4507', '1284', '7729', '3570']"
data\clips_aug\overlay_55156.wav,data\clips_aug\overlay_44584.wav,data\clips_libricss\0S_session5_clip595.wav,4,"['8455', '5142', '260', '4970']"
data\clips_aug\overlay_55157.wav,data\clips_aug\overlay_44897.wav,data\clips_libricss\OV20_session7_clip566.wav,4,"['908', '1221', '3570', '2961']"
data\clips_aug\overlay_55158.wav,data\clips_aug\overlay_39963.wav,data\clips_libricss\0L_session9_clip449.wav,4,"['4970', '8463', '672', '2300']"
data\clips_aug\overlay_55159.wav,data\clips_aug\overlay_28367.wav,data\clips_libricss\OV20_session5_clip383.wav,4,"['8230', '7021', '4446', '1188']"
data\clips_aug\overlay_55160.wav,data\clips_aug\overlay_27877.wav,data\clips_libricss\0L_session5_clip489.wav,4,"['5105', '5639', '4507', '8455']"
data\clips_aug\overlay_55161.wav,data\clips_aug\overlay_38766.wav,data\clips_libricss\OV20_session2_clip275.wav,4,"['1320', '672', '61', '2961']"
data\clips_aug\overlay_55162.wav,data\clips_aug\overlay_30956.wav,data\clips_libricss\OV30_session3_clip132.wav,4,"['1089', '4507', '2300', '1320']"
data\clips_aug\overlay_55163.wav,data\clips_aug\overlay_41966.wav,data\clips_libricss\OV40_session3_clip294.wav,4,"['672', '7729', '260', '5105']"
data\clips_aug\overlay_55164.wav,data\clips_aug\overlay_21274.wav,data\clips_libricss\OV10_session0_clip547.wav,4,"['908', '4992', '1580', '1320']"
data\clips_aug\overlay_55165.wav,data\clips_aug\overlay_28076.wav,data\clips_libricss\OV10_session2_clip79.wav,4,"['3729', '1284', '4992', '1188']"
data\clips_aug\overlay_55166.wav,data\clips_aug\overlay_34598.wav,data\clips_libricss\OV30_session9_clip539.wav,4,"['6829', '4992', '7021', '7729']"
data\clips_aug\overlay_55167.wav,data\clips_aug\overlay_43544.wav,data\clips_libricss\0L_session0_clip513.wav,4,"['260', '3729', '1320', '8230']"
data\clips_aug\overlay_55168.wav,data\clips_aug\overlay_32475.wav,data\clips_libricss\0L_session1_clip75.wav,4,"['7021', '1995', '121', '4507']"
data\clips_aug\overlay_55169.wav,data\clips_aug\overlay_29813.wav,data\clips_libricss\OV30_session0_clip54.wav,4,"['7176', '8555', '1188', '2961']"
data\clips_aug\overlay_55170.wav,data\clips_aug\overlay_43181.wav,data\clips_libricss\OV20_session5_clip39.wav,4,"['1188', '1320', '5639', '8455']"
data\clips_aug\overlay_55171.wav,data\clips_aug\overlay_25083.wav,data\clips_libricss\OV40_session3_clip230.wav,4,"['1284', '7729', '6829', '3575']"
data\clips_aug\overlay_55172.wav,data\clips_aug\overlay_25276.wav,data\clips_libricss\0L_session4_clip155.wav,4,"['3570', '1221', '4507', '1089']"
data\clips_aug\overlay_55173.wav,data\clips_aug\overlay_39545.wav,data\clips_libricss\OV40_session6_clip188.wav,4,"['237', '2961', '8555', '8230']"
data\clips_aug\overlay_55174.wav,data\clips_aug\overlay_32549.wav,data\clips_libricss\OV10_session7_clip291.wav,4,"['4077', '61', '1089', '8463']"
data\clips_aug\overlay_55175.wav,data\clips_aug\overlay_27068.wav,data\clips_libricss\OV30_session2_clip588.wav,4,"['7176', '5639', '3729', '8224']"
