spec_dir,clip_dir,speaker_count,speakers
data\author_data\specs_real\Recording_downstairs1_clip1064.pt,data\author_data\clips_real\Recording_downstairs1_clip1064.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1065.pt,data\author_data\clips_real\Recording_downstairs1_clip1065.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1066.pt,data\author_data\clips_real\Recording_downstairs1_clip1066.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1067.pt,data\author_data\clips_real\Recording_downstairs1_clip1067.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1068.pt,data\author_data\clips_real\Recording_downstairs1_clip1068.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1069.pt,data\author_data\clips_real\Recording_downstairs1_clip1069.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip107.pt,data\author_data\clips_real\Recording_downstairs1_clip107.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1070.pt,data\author_data\clips_real\Recording_downstairs1_clip1070.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1071.pt,data\author_data\clips_real\Recording_downstairs1_clip1071.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1072.pt,data\author_data\clips_real\Recording_downstairs1_clip1072.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1073.pt,data\author_data\clips_real\Recording_downstairs1_clip1073.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1074.pt,data\author_data\clips_real\Recording_downstairs1_clip1074.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1075.pt,data\author_data\clips_real\Recording_downstairs1_clip1075.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1076.pt,data\author_data\clips_real\Recording_downstairs1_clip1076.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1077.pt,data\author_data\clips_real\Recording_downstairs1_clip1077.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1078.pt,data\author_data\clips_real\Recording_downstairs1_clip1078.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1079.pt,data\author_data\clips_real\Recording_downstairs1_clip1079.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip108.pt,data\author_data\clips_real\Recording_downstairs1_clip108.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1080.pt,data\author_data\clips_real\Recording_downstairs1_clip1080.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1081.pt,data\author_data\clips_real\Recording_downstairs1_clip1081.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1082.pt,data\author_data\clips_real\Recording_downstairs1_clip1082.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1083.pt,data\author_data\clips_real\Recording_downstairs1_clip1083.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1084.pt,data\author_data\clips_real\Recording_downstairs1_clip1084.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1085.pt,data\author_data\clips_real\Recording_downstairs1_clip1085.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1086.pt,data\author_data\clips_real\Recording_downstairs1_clip1086.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1087.pt,data\author_data\clips_real\Recording_downstairs1_clip1087.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1088.pt,data\author_data\clips_real\Recording_downstairs1_clip1088.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1089.pt,data\author_data\clips_real\Recording_downstairs1_clip1089.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip109.pt,data\author_data\clips_real\Recording_downstairs1_clip109.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1090.pt,data\author_data\clips_real\Recording_downstairs1_clip1090.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1091.pt,data\author_data\clips_real\Recording_downstairs1_clip1091.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1092.pt,data\author_data\clips_real\Recording_downstairs1_clip1092.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1093.pt,data\author_data\clips_real\Recording_downstairs1_clip1093.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1094.pt,data\author_data\clips_real\Recording_downstairs1_clip1094.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1095.pt,data\author_data\clips_real\Recording_downstairs1_clip1095.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1096.pt,data\author_data\clips_real\Recording_downstairs1_clip1096.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1097.pt,data\author_data\clips_real\Recording_downstairs1_clip1097.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1098.pt,data\author_data\clips_real\Recording_downstairs1_clip1098.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1099.pt,data\author_data\clips_real\Recording_downstairs1_clip1099.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip11.pt,data\author_data\clips_real\Recording_downstairs1_clip11.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip110.pt,data\author_data\clips_real\Recording_downstairs1_clip110.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1100.pt,data\author_data\clips_real\Recording_downstairs1_clip1100.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1101.pt,data\author_data\clips_real\Recording_downstairs1_clip1101.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1102.pt,data\author_data\clips_real\Recording_downstairs1_clip1102.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1103.pt,data\author_data\clips_real\Recording_downstairs1_clip1103.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1104.pt,data\author_data\clips_real\Recording_downstairs1_clip1104.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1105.pt,data\author_data\clips_real\Recording_downstairs1_clip1105.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1106.pt,data\author_data\clips_real\Recording_downstairs1_clip1106.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1107.pt,data\author_data\clips_real\Recording_downstairs1_clip1107.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1108.pt,data\author_data\clips_real\Recording_downstairs1_clip1108.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1109.pt,data\author_data\clips_real\Recording_downstairs1_clip1109.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip111.pt,data\author_data\clips_real\Recording_downstairs1_clip111.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1110.pt,data\author_data\clips_real\Recording_downstairs1_clip1110.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1111.pt,data\author_data\clips_real\Recording_downstairs1_clip1111.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1112.pt,data\author_data\clips_real\Recording_downstairs1_clip1112.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1113.pt,data\author_data\clips_real\Recording_downstairs1_clip1113.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1114.pt,data\author_data\clips_real\Recording_downstairs1_clip1114.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1115.pt,data\author_data\clips_real\Recording_downstairs1_clip1115.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1116.pt,data\author_data\clips_real\Recording_downstairs1_clip1116.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1117.pt,data\author_data\clips_real\Recording_downstairs1_clip1117.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1118.pt,data\author_data\clips_real\Recording_downstairs1_clip1118.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1119.pt,data\author_data\clips_real\Recording_downstairs1_clip1119.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip112.pt,data\author_data\clips_real\Recording_downstairs1_clip112.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1120.pt,data\author_data\clips_real\Recording_downstairs1_clip1120.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1121.pt,data\author_data\clips_real\Recording_downstairs1_clip1121.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1122.pt,data\author_data\clips_real\Recording_downstairs1_clip1122.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1123.pt,data\author_data\clips_real\Recording_downstairs1_clip1123.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1124.pt,data\author_data\clips_real\Recording_downstairs1_clip1124.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1125.pt,data\author_data\clips_real\Recording_downstairs1_clip1125.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1126.pt,data\author_data\clips_real\Recording_downstairs1_clip1126.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1127.pt,data\author_data\clips_real\Recording_downstairs1_clip1127.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1128.pt,data\author_data\clips_real\Recording_downstairs1_clip1128.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1129.pt,data\author_data\clips_real\Recording_downstairs1_clip1129.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip113.pt,data\author_data\clips_real\Recording_downstairs1_clip113.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1130.pt,data\author_data\clips_real\Recording_downstairs1_clip1130.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1131.pt,data\author_data\clips_real\Recording_downstairs1_clip1131.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1132.pt,data\author_data\clips_real\Recording_downstairs1_clip1132.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1133.pt,data\author_data\clips_real\Recording_downstairs1_clip1133.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1134.pt,data\author_data\clips_real\Recording_downstairs1_clip1134.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1135.pt,data\author_data\clips_real\Recording_downstairs1_clip1135.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1136.pt,data\author_data\clips_real\Recording_downstairs1_clip1136.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1137.pt,data\author_data\clips_real\Recording_downstairs1_clip1137.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1138.pt,data\author_data\clips_real\Recording_downstairs1_clip1138.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1139.pt,data\author_data\clips_real\Recording_downstairs1_clip1139.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip114.pt,data\author_data\clips_real\Recording_downstairs1_clip114.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1140.pt,data\author_data\clips_real\Recording_downstairs1_clip1140.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1141.pt,data\author_data\clips_real\Recording_downstairs1_clip1141.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1142.pt,data\author_data\clips_real\Recording_downstairs1_clip1142.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1143.pt,data\author_data\clips_real\Recording_downstairs1_clip1143.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1144.pt,data\author_data\clips_real\Recording_downstairs1_clip1144.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1145.pt,data\author_data\clips_real\Recording_downstairs1_clip1145.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1146.pt,data\author_data\clips_real\Recording_downstairs1_clip1146.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1147.pt,data\author_data\clips_real\Recording_downstairs1_clip1147.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1148.pt,data\author_data\clips_real\Recording_downstairs1_clip1148.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1149.pt,data\author_data\clips_real\Recording_downstairs1_clip1149.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip115.pt,data\author_data\clips_real\Recording_downstairs1_clip115.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1150.pt,data\author_data\clips_real\Recording_downstairs1_clip1150.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1151.pt,data\author_data\clips_real\Recording_downstairs1_clip1151.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1152.pt,data\author_data\clips_real\Recording_downstairs1_clip1152.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1153.pt,data\author_data\clips_real\Recording_downstairs1_clip1153.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1154.pt,data\author_data\clips_real\Recording_downstairs1_clip1154.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1155.pt,data\author_data\clips_real\Recording_downstairs1_clip1155.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1156.pt,data\author_data\clips_real\Recording_downstairs1_clip1156.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1157.pt,data\author_data\clips_real\Recording_downstairs1_clip1157.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1158.pt,data\author_data\clips_real\Recording_downstairs1_clip1158.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1159.pt,data\author_data\clips_real\Recording_downstairs1_clip1159.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip116.pt,data\author_data\clips_real\Recording_downstairs1_clip116.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1160.pt,data\author_data\clips_real\Recording_downstairs1_clip1160.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1161.pt,data\author_data\clips_real\Recording_downstairs1_clip1161.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1162.pt,data\author_data\clips_real\Recording_downstairs1_clip1162.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1163.pt,data\author_data\clips_real\Recording_downstairs1_clip1163.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1164.pt,data\author_data\clips_real\Recording_downstairs1_clip1164.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1165.pt,data\author_data\clips_real\Recording_downstairs1_clip1165.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1166.pt,data\author_data\clips_real\Recording_downstairs1_clip1166.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1167.pt,data\author_data\clips_real\Recording_downstairs1_clip1167.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1168.pt,data\author_data\clips_real\Recording_downstairs1_clip1168.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1169.pt,data\author_data\clips_real\Recording_downstairs1_clip1169.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip117.pt,data\author_data\clips_real\Recording_downstairs1_clip117.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1170.pt,data\author_data\clips_real\Recording_downstairs1_clip1170.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1171.pt,data\author_data\clips_real\Recording_downstairs1_clip1171.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1172.pt,data\author_data\clips_real\Recording_downstairs1_clip1172.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1173.pt,data\author_data\clips_real\Recording_downstairs1_clip1173.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1174.pt,data\author_data\clips_real\Recording_downstairs1_clip1174.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1175.pt,data\author_data\clips_real\Recording_downstairs1_clip1175.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1176.pt,data\author_data\clips_real\Recording_downstairs1_clip1176.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1177.pt,data\author_data\clips_real\Recording_downstairs1_clip1177.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1178.pt,data\author_data\clips_real\Recording_downstairs1_clip1178.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1179.pt,data\author_data\clips_real\Recording_downstairs1_clip1179.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip118.pt,data\author_data\clips_real\Recording_downstairs1_clip118.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1180.pt,data\author_data\clips_real\Recording_downstairs1_clip1180.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1181.pt,data\author_data\clips_real\Recording_downstairs1_clip1181.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1182.pt,data\author_data\clips_real\Recording_downstairs1_clip1182.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1183.pt,data\author_data\clips_real\Recording_downstairs1_clip1183.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1184.pt,data\author_data\clips_real\Recording_downstairs1_clip1184.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1185.pt,data\author_data\clips_real\Recording_downstairs1_clip1185.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1186.pt,data\author_data\clips_real\Recording_downstairs1_clip1186.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1187.pt,data\author_data\clips_real\Recording_downstairs1_clip1187.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1188.pt,data\author_data\clips_real\Recording_downstairs1_clip1188.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1189.pt,data\author_data\clips_real\Recording_downstairs1_clip1189.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip119.pt,data\author_data\clips_real\Recording_downstairs1_clip119.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1190.pt,data\author_data\clips_real\Recording_downstairs1_clip1190.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1191.pt,data\author_data\clips_real\Recording_downstairs1_clip1191.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1192.pt,data\author_data\clips_real\Recording_downstairs1_clip1192.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1193.pt,data\author_data\clips_real\Recording_downstairs1_clip1193.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1194.pt,data\author_data\clips_real\Recording_downstairs1_clip1194.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1195.pt,data\author_data\clips_real\Recording_downstairs1_clip1195.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1196.pt,data\author_data\clips_real\Recording_downstairs1_clip1196.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1197.pt,data\author_data\clips_real\Recording_downstairs1_clip1197.wav,0,[]
data\author_data\specs_real\Recording_downstairs1_clip1198.pt,data\author_data\clips_real\Recording_downstairs1_clip1198.wav,0,[]
