clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_24.wav,data\clips_libricss\OV40_session3_clip206.wav,data\clips_libricss\OV40_session5_clip539.wav,2,"['4970', '2961']"
data\clips_aug\overlay_25.wav,data\clips_libricss\OV30_session9_clip466.wav,data\clips_libricss\OV20_session5_clip374.wav,2,"['7127', '2961']"
data\clips_aug\overlay_26.wav,data\clips_libricss\OV10_session0_clip440.wav,data\clips_libricss\OV10_session6_clip255.wav,2,"['8455', '1089']"
data\clips_aug\overlay_27.wav,data\clips_libricss\OV30_session6_clip14.wav,data\clips_libricss\OV30_session9_clip442.wav,2,"['4992', '7729']"
data\clips_aug\overlay_28.wav,data\clips_libricss\0L_session6_clip246.wav,data\clips_libricss\0S_session7_clip120.wav,2,"['7127', '4077']"
data\clips_aug\overlay_29.wav,data\clips_libricss\OV10_session2_clip227.wav,data\clips_libricss\OV30_session7_clip332.wav,2,"['3729', '1089']"
data\clips_aug\overlay_30.wav,data\clips_libricss\OV30_session1_clip570.wav,data\clips_libricss\0L_session5_clip379.wav,2,"['5142', '7021']"
data\clips_aug\overlay_31.wav,data\clips_libricss\OV30_session2_clip284.wav,data\clips_libricss\OV20_session9_clip184.wav,2,"['5639', '4077']"
data\clips_aug\overlay_32.wav,data\clips_libricss\OV30_session7_clip529.wav,data\clips_libricss\0L_session1_clip9.wav,2,"['2300', '3575']"
data\clips_aug\overlay_33.wav,data\clips_libricss\OV30_session5_clip497.wav,data\clips_libricss\0S_session5_clip517.wav,2,"['4077', '4970']"
data\clips_aug\overlay_34.wav,data\clips_libricss\0L_session1_clip104.wav,data\clips_libricss\OV40_session9_clip493.wav,2,"['1284', '8463']"
data\clips_aug\overlay_35.wav,data\clips_libricss\OV10_session3_clip198.wav,data\clips_libricss\OV10_session1_clip279.wav,2,"['7729', '8555']"
data\clips_aug\overlay_36.wav,data\clips_libricss\OV20_session5_clip102.wav,data\clips_libricss\OV40_session7_clip438.wav,2,"['3570', '1221']"
data\clips_aug\overlay_37.wav,data\clips_libricss\OV30_session8_clip117.wav,data\clips_libricss\OV10_session8_clip353.wav,2,"['8230', '2300']"
data\clips_aug\overlay_38.wav,data\clips_libricss\0S_session4_clip137.wav,data\clips_libricss\OV20_session8_clip270.wav,2,"['2961', '1995']"
data\clips_aug\overlay_39.wav,data\clips_libricss\OV20_session6_clip525.wav,data\clips_libricss\0S_session7_clip305.wav,2,"['6829', '8230']"
data\clips_aug\overlay_40.wav,data\clips_libricss\0L_session9_clip263.wav,data\clips_libricss\0L_session7_clip304.wav,2,"['672', '4077']"
data\clips_aug\overlay_41.wav,data\clips_libricss\0L_session3_clip387.wav,data\clips_libricss\OV40_session9_clip321.wav,2,"['7021', '7176']"
data\clips_aug\overlay_42.wav,data\clips_libricss\0S_session6_clip490.wav,data\clips_libricss\0S_session0_clip197.wav,2,"['4970', '1320']"
data\clips_aug\overlay_43.wav,data\clips_libricss\0S_session9_clip288.wav,data\clips_libricss\OV20_session7_clip476.wav,2,"['7729', '4970']"
data\clips_aug\overlay_44.wav,data\clips_libricss\0L_session4_clip368.wav,data\clips_libricss\OV10_session4_clip364.wav,2,"['7021', '8224']"
data\clips_aug\overlay_45.wav,data\clips_libricss\0S_session6_clip573.wav,data\clips_libricss\OV30_session9_clip532.wav,2,"['3729', '7729']"
data\clips_aug\overlay_46.wav,data\clips_libricss\0S_session3_clip402.wav,data\clips_libricss\OV30_session5_clip365.wav,2,"['908', '4077']"
data\clips_aug\overlay_47.wav,data\clips_libricss\OV20_session3_clip584.wav,data\clips_libricss\OV20_session5_clip266.wav,2,"['260', '2961']"
data\clips_aug\overlay_48.wav,data\clips_libricss\OV40_session3_clip575.wav,data\clips_libricss\0L_session4_clip440.wav,2,"['4077', '8230']"
data\clips_aug\overlay_49.wav,data\clips_libricss\0L_session7_clip262.wav,data\clips_libricss\OV20_session0_clip578.wav,2,"['4077', '7127']"
data\clips_aug\overlay_50.wav,data\clips_libricss\0L_session5_clip250.wav,data\clips_libricss\OV20_session7_clip480.wav,2,"['672', '4970']"
data\clips_aug\overlay_51.wav,data\clips_libricss\OV30_session1_clip83.wav,data\clips_libricss\OV20_session9_clip559.wav,2,"['3575', '4446']"
data\clips_aug\overlay_52.wav,data\clips_libricss\OV10_session7_clip356.wav,data\clips_libricss\0S_session2_clip166.wav,2,"['8463', '4970']"
data\clips_aug\overlay_53.wav,data\clips_libricss\OV20_session3_clip486.wav,data\clips_libricss\OV20_session9_clip463.wav,2,"['7729', '5639']"
data\clips_aug\overlay_54.wav,data\clips_libricss\0L_session2_clip588.wav,data\clips_libricss\OV40_session0_clip265.wav,2,"['7729', '121']"
data\clips_aug\overlay_55.wav,data\clips_libricss\0S_session6_clip23.wav,data\clips_libricss\OV10_session1_clip460.wav,2,"['3729', '2094']"
data\clips_aug\overlay_56.wav,data\clips_libricss\OV30_session5_clip472.wav,data\clips_libricss\0L_session2_clip228.wav,2,"['908', '4446']"
data\clips_aug\overlay_57.wav,data\clips_libricss\OV10_session4_clip11.wav,data\clips_libricss\OV10_session9_clip92.wav,2,"['2300', '5639']"
data\clips_aug\overlay_58.wav,data\clips_libricss\OV40_session4_clip43.wav,data\clips_libricss\0S_session9_clip81.wav,2,"['8555', '7729']"
data\clips_aug\overlay_59.wav,data\clips_libricss\OV20_session8_clip205.wav,data\clips_libricss\0L_session2_clip537.wav,2,"['7127', '1188']"
data\clips_aug\overlay_60.wav,data\clips_libricss\OV10_session5_clip11.wav,data\clips_libricss\0L_session7_clip520.wav,2,"['6930', '2830']"
data\clips_aug\overlay_61.wav,data\clips_libricss\OV10_session2_clip325.wav,data\clips_libricss\OV40_session9_clip203.wav,2,"['7729', '2961']"
data\clips_aug\overlay_62.wav,data\clips_libricss\OV40_session5_clip533.wav,data\clips_libricss\OV10_session3_clip436.wav,2,"['2961', '1995']"
data\clips_aug\overlay_63.wav,data\clips_libricss\OV40_session3_clip578.wav,data\clips_libricss\OV20_session8_clip237.wav,2,"['4077', '8230']"
data\clips_aug\overlay_64.wav,data\clips_libricss\OV40_session1_clip395.wav,data\clips_libricss\OV10_session5_clip173.wav,2,"['121', '3575']"
data\clips_aug\overlay_65.wav,data\clips_libricss\0S_session3_clip57.wav,data\clips_libricss\0S_session7_clip151.wav,2,"['1089', '260']"
data\clips_aug\overlay_66.wav,data\clips_libricss\OV10_session2_clip148.wav,data\clips_libricss\OV30_session8_clip458.wav,2,"['3729', '1188']"
data\clips_aug\overlay_67.wav,data\clips_libricss\OV20_session7_clip529.wav,data\clips_libricss\OV20_session6_clip38.wav,2,"['2961', '5105']"
data\clips_aug\overlay_68.wav,data\clips_libricss\0S_session7_clip428.wav,data\clips_libricss\0L_session0_clip178.wav,2,"['3729', '5105']"
data\clips_aug\overlay_69.wav,data\clips_libricss\0L_session8_clip22.wav,data\clips_libricss\OV20_session1_clip395.wav,2,"['908', '8224']"
data\clips_aug\overlay_70.wav,data\clips_libricss\OV30_session6_clip340.wav,data\clips_libricss\OV30_session4_clip432.wav,2,"['5683', '121']"
data\clips_aug\overlay_71.wav,data\clips_libricss\0S_session5_clip8.wav,data\clips_libricss\0S_session2_clip239.wav,2,"['4970', '2961']"
data\clips_aug\overlay_72.wav,data\clips_libricss\0S_session8_clip351.wav,data\clips_libricss\OV10_session4_clip5.wav,2,"['7127', '672']"
data\clips_aug\overlay_73.wav,data\clips_libricss\OV40_session5_clip540.wav,data\clips_libricss\OV20_session6_clip397.wav,2,"['2961', '8224']"
data\clips_aug\overlay_74.wav,data\clips_libricss\OV10_session9_clip220.wav,data\clips_libricss\OV10_session5_clip250.wav,2,"['5639', '3575']"
data\clips_aug\overlay_75.wav,data\clips_libricss\0L_session3_clip535.wav,data\clips_libricss\0S_session9_clip564.wav,2,"['1995', '8230']"
data\clips_aug\overlay_76.wav,data\clips_libricss\OV30_session2_clip131.wav,data\clips_libricss\OV30_session5_clip479.wav,2,"['1284', '908']"
data\clips_aug\overlay_77.wav,data\clips_libricss\OV20_session3_clip586.wav,data\clips_libricss\0L_session0_clip494.wav,2,"['260', '3575']"
data\clips_aug\overlay_78.wav,data\clips_libricss\OV30_session7_clip356.wav,data\clips_libricss\0S_session7_clip534.wav,2,"['1284', '4077']"
data\clips_aug\overlay_79.wav,data\clips_libricss\OV30_session2_clip194.wav,data\clips_libricss\OV40_session5_clip263.wav,2,"['4507', '2961']"
data\clips_aug\overlay_80.wav,data\clips_libricss\OV40_session1_clip540.wav,data\clips_libricss\OV40_session9_clip585.wav,2,"['8455', '3575']"
data\clips_aug\overlay_81.wav,data\clips_libricss\OV40_session5_clip304.wav,data\clips_libricss\OV10_session5_clip391.wav,2,"['237', '6930']"
data\clips_aug\overlay_82.wav,data\clips_libricss\0S_session3_clip511.wav,data\clips_libricss\OV10_session9_clip273.wav,2,"['908', '2830']"
data\clips_aug\overlay_83.wav,data\clips_libricss\OV10_session7_clip533.wav,data\clips_libricss\0L_session0_clip489.wav,2,"['8463', '3575']"
data\clips_aug\overlay_84.wav,data\clips_libricss\OV20_session6_clip86.wav,data\clips_libricss\OV20_session6_clip36.wav,2,"['8224', '5105']"
data\clips_aug\overlay_85.wav,data\clips_libricss\OV10_session6_clip589.wav,data\clips_libricss\OV10_session9_clip32.wav,2,"['4992', '8555']"
data\clips_aug\overlay_86.wav,data\clips_libricss\OV10_session5_clip582.wav,data\clips_libricss\OV40_session4_clip461.wav,2,"['8230', '121']"
data\clips_aug\overlay_87.wav,data\clips_libricss\OV20_session0_clip422.wav,data\clips_libricss\0S_session9_clip454.wav,2,"['4970', '8463']"
data\clips_aug\overlay_88.wav,data\clips_libricss\OV20_session2_clip159.wav,data\clips_libricss\OV20_session5_clip90.wav,2,"['2830', '61']"
data\clips_aug\overlay_89.wav,data\clips_libricss\0L_session6_clip468.wav,data\clips_libricss\OV40_session2_clip591.wav,2,"['3729', '1284']"
data\clips_aug\overlay_90.wav,data\clips_libricss\0S_session8_clip162.wav,data\clips_libricss\OV10_session9_clip390.wav,2,"['1995', '8555']"
data\clips_aug\overlay_91.wav,data\clips_libricss\OV30_session0_clip477.wav,data\clips_libricss\OV20_session9_clip410.wav,2,"['2961', '1284']"
data\clips_aug\overlay_92.wav,data\clips_libricss\OV10_session2_clip575.wav,data\clips_libricss\0L_session9_clip324.wav,2,"['8463', '8555']"
data\clips_aug\overlay_93.wav,data\clips_libricss\OV40_session3_clip389.wav,data\clips_libricss\0S_session4_clip541.wav,2,"['3575', '1188']"
data\clips_aug\overlay_94.wav,data\clips_libricss\OV40_session3_clip289.wav,data\clips_libricss\OV10_session7_clip336.wav,2,"['5105', '1995']"
data\clips_aug\overlay_95.wav,data\clips_libricss\OV30_session1_clip75.wav,data\clips_libricss\OV40_session7_clip250.wav,2,"['4992', '1221']"
data\clips_aug\overlay_96.wav,data\clips_libricss\OV40_session9_clip500.wav,data\clips_libricss\OV10_session9_clip234.wav,2,"['1995', '3570']"
data\clips_aug\overlay_97.wav,data\clips_libricss\0L_session6_clip490.wav,data\clips_libricss\OV30_session6_clip537.wav,2,"['1320', '2094']"
data\clips_aug\overlay_98.wav,data\clips_libricss\OV30_session0_clip416.wav,data\clips_libricss\0L_session6_clip66.wav,2,"['2961', '2300']"
data\clips_aug\overlay_99.wav,data\clips_libricss\OV10_session7_clip349.wav,data\clips_libricss\OV30_session9_clip542.wav,2,"['1995', '7729']"
data\clips_aug\overlay_100.wav,data\clips_libricss\0S_session1_clip543.wav,data\clips_libricss\OV30_session7_clip597.wav,2,"['1089', '1188']"
data\clips_aug\overlay_101.wav,data\clips_libricss\OV10_session5_clip407.wav,data\clips_libricss\OV40_session4_clip491.wav,2,"['237', '3729']"
data\clips_aug\overlay_102.wav,data\clips_libricss\0S_session6_clip120.wav,data\clips_libricss\OV40_session8_clip350.wav,2,"['4507', '3729']"
data\clips_aug\overlay_103.wav,data\clips_libricss\0L_session4_clip602.wav,data\clips_libricss\OV40_session4_clip101.wav,2,"['7729', '908']"
data\clips_aug\overlay_104.wav,data\clips_libricss\OV20_session8_clip227.wav,data\clips_libricss\OV30_session1_clip442.wav,2,"['8230', '4970']"
data\clips_aug\overlay_105.wav,data\clips_libricss\0L_session7_clip51.wav,data\clips_libricss\OV20_session0_clip189.wav,2,"['908', '121']"
data\clips_aug\overlay_106.wav,data\clips_libricss\OV20_session7_clip76.wav,data\clips_libricss\0S_session5_clip149.wav,2,"['2300', '8463']"
data\clips_aug\overlay_107.wav,data\clips_libricss\OV40_session3_clip241.wav,data\clips_libricss\OV10_session2_clip411.wav,2,"['8463', '3570']"
data\clips_aug\overlay_108.wav,data\clips_libricss\0S_session5_clip488.wav,data\clips_libricss\OV40_session2_clip300.wav,2,"['2300', '8224']"
data\clips_aug\overlay_109.wav,data\clips_libricss\OV10_session0_clip478.wav,data\clips_libricss\OV10_session3_clip16.wav,2,"['8463', '8224']"
data\clips_aug\overlay_110.wav,data\clips_libricss\OV30_session9_clip435.wav,data\clips_libricss\OV10_session5_clip261.wav,2,"['6930', '8230']"
data\clips_aug\overlay_111.wav,data\clips_libricss\OV10_session6_clip456.wav,data\clips_libricss\OV30_session2_clip474.wav,2,"['121', '8224']"
data\clips_aug\overlay_112.wav,data\clips_libricss\OV10_session1_clip281.wav,data\clips_libricss\0S_session3_clip269.wav,2,"['8555', '6829']"
data\clips_aug\overlay_113.wav,data\clips_libricss\OV30_session0_clip415.wav,data\clips_libricss\0S_session6_clip126.wav,2,"['2961', '6829']"
data\clips_aug\overlay_114.wav,data\clips_libricss\OV10_session1_clip193.wav,data\clips_libricss\0L_session3_clip227.wav,2,"['8555', '2830']"
data\clips_aug\overlay_115.wav,data\clips_libricss\OV30_session4_clip478.wav,data\clips_libricss\OV30_session4_clip576.wav,2,"['8463', '5683']"
data\clips_aug\overlay_116.wav,data\clips_libricss\0L_session5_clip90.wav,data\clips_libricss\OV40_session1_clip191.wav,2,"['672', '7021']"
data\clips_aug\overlay_117.wav,data\clips_libricss\0L_session4_clip211.wav,data\clips_libricss\OV10_session6_clip158.wav,2,"['1089', '1320']"
data\clips_aug\overlay_118.wav,data\clips_libricss\OV40_session4_clip339.wav,data\clips_libricss\OV40_session7_clip310.wav,2,"['908', '8463']"
data\clips_aug\overlay_119.wav,data\clips_libricss\OV30_session6_clip482.wav,data\clips_libricss\OV10_session1_clip471.wav,2,"['8555', '2094']"
data\clips_aug\overlay_120.wav,data\clips_libricss\OV40_session1_clip92.wav,data\clips_libricss\OV10_session3_clip289.wav,2,"['8455', '8224']"
data\clips_aug\overlay_121.wav,data\clips_libricss\0L_session8_clip379.wav,data\clips_libricss\OV10_session2_clip267.wav,2,"['5142', '5683']"
data\clips_aug\overlay_122.wav,data\clips_libricss\OV30_session3_clip298.wav,data\clips_libricss\OV20_session8_clip29.wav,2,"['5105', '2300']"
data\clips_aug\overlay_123.wav,data\clips_libricss\OV10_session1_clip81.wav,data\clips_libricss\0L_session7_clip427.wav,2,"['8224', '1320']"
data\clips_aug\overlay_124.wav,data\clips_libricss\OV10_session1_clip480.wav,data\clips_libricss\0L_session6_clip280.wav,2,"['8555', '1320']"
data\clips_aug\overlay_125.wav,data\clips_libricss\0S_session7_clip592.wav,data\clips_libricss\OV40_session3_clip101.wav,2,"['4077', '3575']"
data\clips_aug\overlay_126.wav,data\clips_libricss\OV40_session4_clip537.wav,data\clips_libricss\OV10_session1_clip538.wav,2,"['3729', '1188']"
data\clips_aug\overlay_127.wav,data\clips_libricss\0L_session9_clip592.wav,data\clips_libricss\OV40_session5_clip146.wav,2,"['672', '1089']"
data\clips_aug\overlay_128.wav,data\clips_libricss\OV30_session1_clip503.wav,data\clips_libricss\0S_session0_clip406.wav,2,"['8230', '6829']"
data\clips_aug\overlay_129.wav,data\clips_libricss\OV20_session5_clip170.wav,data\clips_libricss\OV20_session2_clip356.wav,2,"['1188', '2961']"
data\clips_aug\overlay_130.wav,data\clips_libricss\OV40_session6_clip78.wav,data\clips_libricss\OV40_session8_clip91.wav,2,"['2094', '5639']"
data\clips_aug\overlay_131.wav,data\clips_libricss\OV20_session6_clip275.wav,data\clips_libricss\OV10_session4_clip299.wav,2,"['8463', '260']"
data\clips_aug\overlay_132.wav,data\clips_libricss\OV20_session3_clip249.wav,data\clips_libricss\0S_session9_clip481.wav,2,"['5142', '8230']"
data\clips_aug\overlay_133.wav,data\clips_libricss\0L_session4_clip438.wav,data\clips_libricss\OV10_session6_clip230.wav,2,"['8230', '1089']"
data\clips_aug\overlay_134.wav,data\clips_libricss\OV10_session0_clip202.wav,data\clips_libricss\0S_session5_clip512.wav,2,"['4992', '4970']"
data\clips_aug\overlay_135.wav,data\clips_libricss\0L_session1_clip396.wav,data\clips_libricss\OV10_session3_clip355.wav,2,"['1284', '7729']"
data\clips_aug\overlay_136.wav,data\clips_libricss\OV30_session3_clip114.wav,data\clips_libricss\OV40_session6_clip536.wav,2,"['2094', '3575']"
data\clips_aug\overlay_137.wav,data\clips_libricss\OV40_session1_clip408.wav,data\clips_libricss\OV20_session3_clip297.wav,2,"['4446', '908']"
data\clips_aug\overlay_138.wav,data\clips_libricss\OV20_session2_clip345.wav,data\clips_libricss\OV20_session9_clip186.wav,2,"['2961', '4077']"
data\clips_aug\overlay_139.wav,data\clips_libricss\OV10_session8_clip375.wav,data\clips_libricss\OV30_session6_clip109.wav,2,"['7176', '908']"
data\clips_aug\overlay_140.wav,data\clips_libricss\OV10_session9_clip272.wav,data\clips_libricss\0S_session3_clip48.wav,2,"['3570', '1089']"
data\clips_aug\overlay_141.wav,data\clips_libricss\OV20_session8_clip96.wav,data\clips_libricss\OV20_session7_clip455.wav,2,"['8224', '4992']"
data\clips_aug\overlay_142.wav,data\clips_libricss\OV10_session8_clip512.wav,data\clips_libricss\OV20_session8_clip594.wav,2,"['4077', '7127']"
data\clips_aug\overlay_143.wav,data\clips_libricss\OV40_session8_clip579.wav,data\clips_libricss\0S_session9_clip7.wav,2,"['3729', '8463']"
data\clips_aug\overlay_144.wav,data\clips_libricss\0S_session3_clip242.wav,data\clips_libricss\OV30_session2_clip104.wav,2,"['5105', '1995']"
data\clips_aug\overlay_145.wav,data\clips_libricss\OV20_session1_clip265.wav,data\clips_libricss\OV20_session3_clip300.wav,2,"['1089', '908']"
data\clips_aug\overlay_146.wav,data\clips_libricss\OV20_session7_clip252.wav,data\clips_libricss\OV30_session8_clip518.wav,2,"['6930', '3570']"
data\clips_aug\overlay_147.wav,data\clips_libricss\OV20_session8_clip401.wav,data\clips_libricss\0S_session6_clip13.wav,2,"['2300', '3575']"
data\clips_aug\overlay_148.wav,data\clips_libricss\OV20_session1_clip56.wav,data\clips_libricss\OV20_session8_clip408.wav,2,"['8224', '2300']"
data\clips_aug\overlay_149.wav,data\clips_libricss\OV30_session7_clip485.wav,data\clips_libricss\OV10_session9_clip428.wav,2,"['2300', '3570']"
data\clips_aug\overlay_150.wav,data\clips_libricss\OV30_session4_clip115.wav,data\clips_libricss\0L_session9_clip497.wav,2,"['2830', '4077']"
data\clips_aug\overlay_151.wav,data\clips_libricss\OV40_session6_clip97.wav,data\clips_libricss\OV10_session3_clip386.wav,2,"['8230', '6829']"
data\clips_aug\overlay_152.wav,data\clips_libricss\OV10_session8_clip501.wav,data\clips_libricss\OV10_session0_clip131.wav,2,"['4077', '260']"
data\clips_aug\overlay_153.wav,data\clips_libricss\OV10_session5_clip113.wav,data\clips_libricss\OV20_session4_clip553.wav,2,"['3575', '3570']"
data\clips_aug\overlay_154.wav,data\clips_libricss\0S_session1_clip115.wav,data\clips_libricss\OV10_session3_clip64.wav,2,"['5105', '1580']"
data\clips_aug\overlay_155.wav,data\clips_libricss\OV20_session7_clip277.wav,data\clips_libricss\0S_session2_clip550.wav,2,"['2830', '8224']"
data\clips_aug\overlay_156.wav,data\clips_libricss\OV20_session8_clip562.wav,data\clips_libricss\OV30_session8_clip45.wav,2,"['1221', '1188']"
data\clips_aug\overlay_157.wav,data\clips_libricss\0S_session2_clip105.wav,data\clips_libricss\0S_session5_clip272.wav,2,"['5639', '4970']"
data\clips_aug\overlay_158.wav,data\clips_libricss\0S_session3_clip447.wav,data\clips_libricss\0S_session9_clip325.wav,2,"['908', '7021']"
data\clips_aug\overlay_159.wav,data\clips_libricss\0L_session1_clip460.wav,data\clips_libricss\OV40_session4_clip326.wav,2,"['2961', '7729']"
data\clips_aug\overlay_160.wav,data\clips_libricss\OV20_session4_clip356.wav,data\clips_libricss\0L_session9_clip106.wav,2,"['1089', '908']"
data\clips_aug\overlay_161.wav,data\clips_libricss\OV10_session2_clip171.wav,data\clips_libricss\0S_session0_clip129.wav,2,"['1188', '1580']"
data\clips_aug\overlay_162.wav,data\clips_libricss\OV40_session4_clip219.wav,data\clips_libricss\OV10_session8_clip247.wav,2,"['8555', '2300']"
data\clips_aug\overlay_163.wav,data\clips_libricss\OV20_session6_clip570.wav,data\clips_libricss\OV30_session4_clip222.wav,2,"['6829', '8555']"
data\clips_aug\overlay_164.wav,data\clips_libricss\OV10_session4_clip466.wav,data\clips_libricss\0S_session7_clip567.wav,2,"['121', '4077']"
data\clips_aug\overlay_165.wav,data\clips_libricss\0L_session4_clip173.wav,data\clips_libricss\0L_session6_clip246.wav,2,"['1188', '7127']"
data\clips_aug\overlay_166.wav,data\clips_libricss\OV10_session7_clip377.wav,data\clips_libricss\OV30_session3_clip556.wav,2,"['1995', '7729']"
data\clips_aug\overlay_167.wav,data\clips_libricss\OV30_session8_clip46.wav,data\clips_libricss\OV40_session8_clip428.wav,2,"['1188', '260']"
data\clips_aug\overlay_168.wav,data\clips_libricss\0S_session3_clip355.wav,data\clips_libricss\0S_session7_clip337.wav,2,"['260', '3729']"
data\clips_aug\overlay_169.wav,data\clips_libricss\0S_session3_clip202.wav,data\clips_libricss\OV40_session2_clip298.wav,2,"['1089', '8224']"
data\clips_aug\overlay_170.wav,data\clips_libricss\0L_session4_clip167.wav,data\clips_libricss\0S_session8_clip437.wav,2,"['1188', '61']"
data\clips_aug\overlay_171.wav,data\clips_libricss\OV40_session4_clip201.wav,data\clips_libricss\0L_session1_clip431.wav,2,"['4077', '4507']"
data\clips_aug\overlay_172.wav,data\clips_libricss\0S_session7_clip547.wav,data\clips_libricss\0S_session2_clip583.wav,2,"['4077', '2961']"
data\clips_aug\overlay_173.wav,data\clips_libricss\OV20_session4_clip146.wav,data\clips_libricss\OV30_session9_clip125.wav,2,"['5105', '7021']"
data\clips_aug\overlay_174.wav,data\clips_libricss\OV20_session9_clip412.wav,data\clips_libricss\0L_session0_clip314.wav,2,"['1284', '3575']"
data\clips_aug\overlay_175.wav,data\clips_libricss\0S_session3_clip250.wav,data\clips_libricss\OV30_session0_clip292.wav,2,"['1089', '1995']"
data\clips_aug\overlay_176.wav,data\clips_libricss\OV10_session6_clip240.wav,data\clips_libricss\OV40_session6_clip326.wav,2,"['4992', '8230']"
data\clips_aug\overlay_177.wav,data\clips_libricss\OV30_session0_clip247.wav,data\clips_libricss\OV40_session4_clip512.wav,2,"['1089', '8555']"
data\clips_aug\overlay_178.wav,data\clips_libricss\OV20_session4_clip600.wav,data\clips_libricss\OV40_session8_clip537.wav,2,"['3729', '8230']"
data\clips_aug\overlay_179.wav,data\clips_libricss\OV30_session0_clip35.wav,data\clips_libricss\0S_session7_clip249.wav,2,"['1089', '4077']"
data\clips_aug\overlay_180.wav,data\clips_libricss\OV40_session6_clip387.wav,data\clips_libricss\0S_session8_clip400.wav,2,"['4970', '237']"
data\clips_aug\overlay_181.wav,data\clips_libricss\OV30_session3_clip479.wav,data\clips_libricss\OV10_session0_clip345.wav,2,"['6930', '1320']"
data\clips_aug\overlay_182.wav,data\clips_libricss\0L_session5_clip303.wav,data\clips_libricss\OV40_session9_clip228.wav,2,"['7021', '4077']"
data\clips_aug\overlay_183.wav,data\clips_libricss\OV10_session6_clip456.wav,data\clips_libricss\OV20_session6_clip344.wav,2,"['121', '4507']"
data\clips_aug\overlay_184.wav,data\clips_libricss\OV40_session2_clip462.wav,data\clips_libricss\OV20_session4_clip487.wav,2,"['1284', '1089']"
data\clips_aug\overlay_185.wav,data\clips_libricss\OV30_session2_clip613.wav,data\clips_libricss\0S_session9_clip372.wav,2,"['5639', '7127']"
