spec_dir,clip_dir,speaker_count,speakers
data\specs_libricss\0L_session0_clip149.pt,data\clips_libricss\0L_session0_clip149.wav,1,['8224']
data\specs_libricss\0L_session0_clip15.pt,data\clips_libricss\0L_session0_clip15.wav,1,['8224']
data\specs_libricss\0L_session0_clip150.pt,data\clips_libricss\0L_session0_clip150.wav,1,['8224']
data\specs_libricss\0L_session0_clip151.pt,data\clips_libricss\0L_session0_clip151.wav,0,[]
data\specs_libricss\0L_session0_clip152.pt,data\clips_libricss\0L_session0_clip152.wav,0,[]
data\specs_libricss\0L_session0_clip153.pt,data\clips_libricss\0L_session0_clip153.wav,1,['260']
data\specs_libricss\0L_session0_clip154.pt,data\clips_libricss\0L_session0_clip154.wav,1,['260']
data\specs_libricss\0L_session0_clip155.pt,data\clips_libricss\0L_session0_clip155.wav,1,['260']
data\specs_libricss\0L_session0_clip156.pt,data\clips_libricss\0L_session0_clip156.wav,1,['260']
data\specs_libricss\0L_session0_clip157.pt,data\clips_libricss\0L_session0_clip157.wav,1,['260']
data\specs_libricss\0L_session0_clip158.pt,data\clips_libricss\0L_session0_clip158.wav,1,['260']
data\specs_libricss\0L_session0_clip159.pt,data\clips_libricss\0L_session0_clip159.wav,1,['260']
data\specs_libricss\0L_session0_clip16.pt,data\clips_libricss\0L_session0_clip16.wav,1,['8224']
data\specs_libricss\0L_session0_clip160.pt,data\clips_libricss\0L_session0_clip160.wav,1,['260']
data\specs_libricss\0L_session0_clip161.pt,data\clips_libricss\0L_session0_clip161.wav,1,['260']
data\specs_libricss\0L_session0_clip162.pt,data\clips_libricss\0L_session0_clip162.wav,1,['260']
data\specs_libricss\0L_session0_clip163.pt,data\clips_libricss\0L_session0_clip163.wav,1,['260']
data\specs_libricss\0L_session0_clip164.pt,data\clips_libricss\0L_session0_clip164.wav,0,[]
data\specs_libricss\0L_session0_clip165.pt,data\clips_libricss\0L_session0_clip165.wav,0,[]
data\specs_libricss\0L_session0_clip166.pt,data\clips_libricss\0L_session0_clip166.wav,0,[]
data\specs_libricss\0L_session0_clip167.pt,data\clips_libricss\0L_session0_clip167.wav,1,['3575']
data\specs_libricss\0L_session0_clip168.pt,data\clips_libricss\0L_session0_clip168.wav,1,['3575']
data\specs_libricss\0L_session0_clip169.pt,data\clips_libricss\0L_session0_clip169.wav,1,['3575']
data\specs_libricss\0L_session0_clip17.pt,data\clips_libricss\0L_session0_clip17.wav,1,['8224']
data\specs_libricss\0L_session0_clip170.pt,data\clips_libricss\0L_session0_clip170.wav,1,['3575']
data\specs_libricss\0L_session0_clip171.pt,data\clips_libricss\0L_session0_clip171.wav,1,['3575']
data\specs_libricss\0L_session0_clip172.pt,data\clips_libricss\0L_session0_clip172.wav,1,['3575']
data\specs_libricss\0L_session0_clip173.pt,data\clips_libricss\0L_session0_clip173.wav,1,['3575']
data\specs_libricss\0L_session0_clip174.pt,data\clips_libricss\0L_session0_clip174.wav,1,['3575']
data\specs_libricss\0L_session0_clip175.pt,data\clips_libricss\0L_session0_clip175.wav,1,['3575']
data\specs_libricss\0L_session0_clip176.pt,data\clips_libricss\0L_session0_clip176.wav,0,[]
data\specs_libricss\0L_session0_clip177.pt,data\clips_libricss\0L_session0_clip177.wav,0,[]
data\specs_libricss\0L_session0_clip178.pt,data\clips_libricss\0L_session0_clip178.wav,1,['5105']
data\specs_libricss\0L_session0_clip179.pt,data\clips_libricss\0L_session0_clip179.wav,1,['5105']
data\specs_libricss\0L_session0_clip18.pt,data\clips_libricss\0L_session0_clip18.wav,1,['8224']
data\specs_libricss\0L_session0_clip180.pt,data\clips_libricss\0L_session0_clip180.wav,1,['5105']
data\specs_libricss\0L_session0_clip181.pt,data\clips_libricss\0L_session0_clip181.wav,1,['5105']
data\specs_libricss\0L_session0_clip182.pt,data\clips_libricss\0L_session0_clip182.wav,1,['5105']
data\specs_libricss\0L_session0_clip183.pt,data\clips_libricss\0L_session0_clip183.wav,0,[]
data\specs_libricss\0L_session0_clip184.pt,data\clips_libricss\0L_session0_clip184.wav,0,[]
data\specs_libricss\0L_session0_clip185.pt,data\clips_libricss\0L_session0_clip185.wav,0,[]
data\specs_libricss\0L_session0_clip186.pt,data\clips_libricss\0L_session0_clip186.wav,1,['260']
data\specs_libricss\0L_session0_clip187.pt,data\clips_libricss\0L_session0_clip187.wav,1,['260']
data\specs_libricss\0L_session0_clip188.pt,data\clips_libricss\0L_session0_clip188.wav,1,['260']
data\specs_libricss\0L_session0_clip189.pt,data\clips_libricss\0L_session0_clip189.wav,1,['260']
data\specs_libricss\0L_session0_clip19.pt,data\clips_libricss\0L_session0_clip19.wav,1,['8224']
data\specs_libricss\0L_session0_clip190.pt,data\clips_libricss\0L_session0_clip190.wav,0,[]
data\specs_libricss\0L_session0_clip191.pt,data\clips_libricss\0L_session0_clip191.wav,0,[]
data\specs_libricss\0L_session0_clip192.pt,data\clips_libricss\0L_session0_clip192.wav,1,['5105']
data\specs_libricss\0L_session0_clip193.pt,data\clips_libricss\0L_session0_clip193.wav,1,['5105']
data\specs_libricss\0L_session0_clip194.pt,data\clips_libricss\0L_session0_clip194.wav,1,['5105']
data\specs_libricss\0L_session0_clip195.pt,data\clips_libricss\0L_session0_clip195.wav,1,['5105']
data\specs_libricss\0L_session0_clip196.pt,data\clips_libricss\0L_session0_clip196.wav,1,['5105']
data\specs_libricss\0L_session0_clip197.pt,data\clips_libricss\0L_session0_clip197.wav,1,['5105']
data\specs_libricss\0L_session0_clip198.pt,data\clips_libricss\0L_session0_clip198.wav,1,['5105']
data\specs_libricss\0L_session0_clip199.pt,data\clips_libricss\0L_session0_clip199.wav,1,['5105']
data\specs_libricss\0L_session0_clip2.pt,data\clips_libricss\0L_session0_clip2.wav,0,[]
data\specs_libricss\0L_session0_clip20.pt,data\clips_libricss\0L_session0_clip20.wav,1,['8224']
data\specs_libricss\0L_session0_clip200.pt,data\clips_libricss\0L_session0_clip200.wav,1,['5105']
data\specs_libricss\0L_session0_clip201.pt,data\clips_libricss\0L_session0_clip201.wav,1,['5105']
data\specs_libricss\0L_session0_clip202.pt,data\clips_libricss\0L_session0_clip202.wav,1,['5105']
data\specs_libricss\0L_session0_clip203.pt,data\clips_libricss\0L_session0_clip203.wav,1,['5105']
data\specs_libricss\0L_session0_clip204.pt,data\clips_libricss\0L_session0_clip204.wav,1,['5105']
data\specs_libricss\0L_session0_clip205.pt,data\clips_libricss\0L_session0_clip205.wav,0,[]
data\specs_libricss\0L_session0_clip206.pt,data\clips_libricss\0L_session0_clip206.wav,0,[]
data\specs_libricss\0L_session0_clip207.pt,data\clips_libricss\0L_session0_clip207.wav,1,['6930']
data\specs_libricss\0L_session0_clip208.pt,data\clips_libricss\0L_session0_clip208.wav,1,['6930']
data\specs_libricss\0L_session0_clip209.pt,data\clips_libricss\0L_session0_clip209.wav,1,['6930']
data\specs_libricss\0L_session0_clip21.pt,data\clips_libricss\0L_session0_clip21.wav,1,['8224']
data\specs_libricss\0L_session0_clip210.pt,data\clips_libricss\0L_session0_clip210.wav,1,['6930']
data\specs_libricss\0L_session0_clip211.pt,data\clips_libricss\0L_session0_clip211.wav,1,['6930']
data\specs_libricss\0L_session0_clip212.pt,data\clips_libricss\0L_session0_clip212.wav,0,[]
data\specs_libricss\0L_session0_clip213.pt,data\clips_libricss\0L_session0_clip213.wav,0,[]
data\specs_libricss\0L_session0_clip214.pt,data\clips_libricss\0L_session0_clip214.wav,0,[]
data\specs_libricss\0L_session0_clip215.pt,data\clips_libricss\0L_session0_clip215.wav,1,['8230']
data\specs_libricss\0L_session0_clip216.pt,data\clips_libricss\0L_session0_clip216.wav,1,['8230']
data\specs_libricss\0L_session0_clip217.pt,data\clips_libricss\0L_session0_clip217.wav,1,['8230']
data\specs_libricss\0L_session0_clip218.pt,data\clips_libricss\0L_session0_clip218.wav,1,['8230']
data\specs_libricss\0L_session0_clip219.pt,data\clips_libricss\0L_session0_clip219.wav,1,['8230']
data\specs_libricss\0L_session0_clip22.pt,data\clips_libricss\0L_session0_clip22.wav,1,['8224']
data\specs_libricss\0L_session0_clip220.pt,data\clips_libricss\0L_session0_clip220.wav,1,['8230']
data\specs_libricss\0L_session0_clip221.pt,data\clips_libricss\0L_session0_clip221.wav,1,['8230']
data\specs_libricss\0L_session0_clip222.pt,data\clips_libricss\0L_session0_clip222.wav,1,['8230']
data\specs_libricss\0L_session0_clip223.pt,data\clips_libricss\0L_session0_clip223.wav,1,['8230']
data\specs_libricss\0L_session0_clip224.pt,data\clips_libricss\0L_session0_clip224.wav,1,['8230']
data\specs_libricss\0L_session0_clip225.pt,data\clips_libricss\0L_session0_clip225.wav,1,['8230']
data\specs_libricss\0L_session0_clip226.pt,data\clips_libricss\0L_session0_clip226.wav,1,['8230']
data\specs_libricss\0L_session0_clip227.pt,data\clips_libricss\0L_session0_clip227.wav,0,[]
data\specs_libricss\0L_session0_clip228.pt,data\clips_libricss\0L_session0_clip228.wav,0,[]
data\specs_libricss\0L_session0_clip229.pt,data\clips_libricss\0L_session0_clip229.wav,1,['8224']
data\specs_libricss\0L_session0_clip23.pt,data\clips_libricss\0L_session0_clip23.wav,1,['8224']
data\specs_libricss\0L_session0_clip230.pt,data\clips_libricss\0L_session0_clip230.wav,1,['8224']
data\specs_libricss\0L_session0_clip231.pt,data\clips_libricss\0L_session0_clip231.wav,1,['8224']
data\specs_libricss\0L_session0_clip232.pt,data\clips_libricss\0L_session0_clip232.wav,1,['8224']
data\specs_libricss\0L_session0_clip233.pt,data\clips_libricss\0L_session0_clip233.wav,1,['8224']
data\specs_libricss\0L_session0_clip234.pt,data\clips_libricss\0L_session0_clip234.wav,1,['8224']
data\specs_libricss\0L_session0_clip235.pt,data\clips_libricss\0L_session0_clip235.wav,1,['8224']
data\specs_libricss\0L_session0_clip236.pt,data\clips_libricss\0L_session0_clip236.wav,1,['8224']
data\specs_libricss\0L_session0_clip237.pt,data\clips_libricss\0L_session0_clip237.wav,1,['8224']
data\specs_libricss\0L_session0_clip238.pt,data\clips_libricss\0L_session0_clip238.wav,1,['8224']
data\specs_libricss\0L_session0_clip239.pt,data\clips_libricss\0L_session0_clip239.wav,1,['8224']
data\specs_libricss\0L_session0_clip24.pt,data\clips_libricss\0L_session0_clip24.wav,1,['8224']
data\specs_libricss\0L_session0_clip240.pt,data\clips_libricss\0L_session0_clip240.wav,1,['8224']
data\specs_libricss\0L_session0_clip241.pt,data\clips_libricss\0L_session0_clip241.wav,1,['8224']
data\specs_libricss\0L_session0_clip242.pt,data\clips_libricss\0L_session0_clip242.wav,1,['8224']
data\specs_libricss\0L_session0_clip243.pt,data\clips_libricss\0L_session0_clip243.wav,1,['8224']
data\specs_libricss\0L_session0_clip244.pt,data\clips_libricss\0L_session0_clip244.wav,1,['8224']
data\specs_libricss\0L_session0_clip245.pt,data\clips_libricss\0L_session0_clip245.wav,1,['8224']
data\specs_libricss\0L_session0_clip246.pt,data\clips_libricss\0L_session0_clip246.wav,1,['8224']
data\specs_libricss\0L_session0_clip247.pt,data\clips_libricss\0L_session0_clip247.wav,1,['8224']
data\specs_libricss\0L_session0_clip248.pt,data\clips_libricss\0L_session0_clip248.wav,1,['8224']
data\specs_libricss\0L_session0_clip249.pt,data\clips_libricss\0L_session0_clip249.wav,1,['8224']
data\specs_libricss\0L_session0_clip25.pt,data\clips_libricss\0L_session0_clip25.wav,0,[]
data\specs_libricss\0L_session0_clip250.pt,data\clips_libricss\0L_session0_clip250.wav,1,['8224']
data\specs_libricss\0L_session0_clip251.pt,data\clips_libricss\0L_session0_clip251.wav,1,['8224']
data\specs_libricss\0L_session0_clip252.pt,data\clips_libricss\0L_session0_clip252.wav,1,['8224']
data\specs_libricss\0L_session0_clip253.pt,data\clips_libricss\0L_session0_clip253.wav,1,['8224']
data\specs_libricss\0L_session0_clip254.pt,data\clips_libricss\0L_session0_clip254.wav,1,['8224']
data\specs_libricss\0L_session0_clip255.pt,data\clips_libricss\0L_session0_clip255.wav,0,[]
data\specs_libricss\0L_session0_clip256.pt,data\clips_libricss\0L_session0_clip256.wav,0,[]
data\specs_libricss\0L_session0_clip257.pt,data\clips_libricss\0L_session0_clip257.wav,1,['121']
data\specs_libricss\0L_session0_clip258.pt,data\clips_libricss\0L_session0_clip258.wav,1,['121']
data\specs_libricss\0L_session0_clip259.pt,data\clips_libricss\0L_session0_clip259.wav,1,['121']
data\specs_libricss\0L_session0_clip26.pt,data\clips_libricss\0L_session0_clip26.wav,0,[]
data\specs_libricss\0L_session0_clip260.pt,data\clips_libricss\0L_session0_clip260.wav,1,['121']
data\specs_libricss\0L_session0_clip261.pt,data\clips_libricss\0L_session0_clip261.wav,0,[]
data\specs_libricss\0L_session0_clip262.pt,data\clips_libricss\0L_session0_clip262.wav,0,[]
data\specs_libricss\0L_session0_clip263.pt,data\clips_libricss\0L_session0_clip263.wav,1,['6930']
data\specs_libricss\0L_session0_clip264.pt,data\clips_libricss\0L_session0_clip264.wav,1,['6930']
data\specs_libricss\0L_session0_clip265.pt,data\clips_libricss\0L_session0_clip265.wav,1,['6930']
data\specs_libricss\0L_session0_clip266.pt,data\clips_libricss\0L_session0_clip266.wav,1,['6930']
data\specs_libricss\0L_session0_clip267.pt,data\clips_libricss\0L_session0_clip267.wav,1,['6930']
data\specs_libricss\0L_session0_clip268.pt,data\clips_libricss\0L_session0_clip268.wav,0,[]
data\specs_libricss\0L_session0_clip269.pt,data\clips_libricss\0L_session0_clip269.wav,0,[]
data\specs_libricss\0L_session0_clip27.pt,data\clips_libricss\0L_session0_clip27.wav,1,['8224']
data\specs_libricss\0L_session0_clip270.pt,data\clips_libricss\0L_session0_clip270.wav,1,['121']
data\specs_libricss\0L_session0_clip271.pt,data\clips_libricss\0L_session0_clip271.wav,1,['121']
data\specs_libricss\0L_session0_clip272.pt,data\clips_libricss\0L_session0_clip272.wav,1,['121']
data\specs_libricss\0L_session0_clip273.pt,data\clips_libricss\0L_session0_clip273.wav,1,['121']
data\specs_libricss\0L_session0_clip274.pt,data\clips_libricss\0L_session0_clip274.wav,0,[]
data\specs_libricss\0L_session0_clip275.pt,data\clips_libricss\0L_session0_clip275.wav,0,[]
data\specs_libricss\0L_session0_clip276.pt,data\clips_libricss\0L_session0_clip276.wav,1,['8230']
data\specs_libricss\0L_session0_clip277.pt,data\clips_libricss\0L_session0_clip277.wav,1,['8230']
data\specs_libricss\0L_session0_clip278.pt,data\clips_libricss\0L_session0_clip278.wav,1,['8230']
data\specs_libricss\0L_session0_clip279.pt,data\clips_libricss\0L_session0_clip279.wav,1,['8230']
data\specs_libricss\0L_session0_clip28.pt,data\clips_libricss\0L_session0_clip28.wav,1,['8224']
data\specs_libricss\0L_session0_clip280.pt,data\clips_libricss\0L_session0_clip280.wav,1,['8230']
data\specs_libricss\0L_session0_clip281.pt,data\clips_libricss\0L_session0_clip281.wav,1,['8230']
data\specs_libricss\0L_session0_clip282.pt,data\clips_libricss\0L_session0_clip282.wav,1,['8230']
data\specs_libricss\0L_session0_clip283.pt,data\clips_libricss\0L_session0_clip283.wav,1,['8230']
data\specs_libricss\0L_session0_clip284.pt,data\clips_libricss\0L_session0_clip284.wav,1,['8230']
data\specs_libricss\0L_session0_clip285.pt,data\clips_libricss\0L_session0_clip285.wav,1,['8230']
data\specs_libricss\0L_session0_clip286.pt,data\clips_libricss\0L_session0_clip286.wav,1,['8230']
data\specs_libricss\0L_session0_clip287.pt,data\clips_libricss\0L_session0_clip287.wav,1,['8230']
data\specs_libricss\0L_session0_clip288.pt,data\clips_libricss\0L_session0_clip288.wav,0,[]
data\specs_libricss\0L_session0_clip289.pt,data\clips_libricss\0L_session0_clip289.wav,0,[]
data\specs_libricss\0L_session0_clip29.pt,data\clips_libricss\0L_session0_clip29.wav,1,['8224']
data\specs_libricss\0L_session0_clip290.pt,data\clips_libricss\0L_session0_clip290.wav,1,['8224']
data\specs_libricss\0L_session0_clip291.pt,data\clips_libricss\0L_session0_clip291.wav,1,['8224']
data\specs_libricss\0L_session0_clip292.pt,data\clips_libricss\0L_session0_clip292.wav,1,['8224']
data\specs_libricss\0L_session0_clip293.pt,data\clips_libricss\0L_session0_clip293.wav,1,['8224']
data\specs_libricss\0L_session0_clip294.pt,data\clips_libricss\0L_session0_clip294.wav,1,['8224']
data\specs_libricss\0L_session0_clip295.pt,data\clips_libricss\0L_session0_clip295.wav,1,['8224']
data\specs_libricss\0L_session0_clip296.pt,data\clips_libricss\0L_session0_clip296.wav,1,['8224']
data\specs_libricss\0L_session0_clip297.pt,data\clips_libricss\0L_session0_clip297.wav,1,['8224']
data\specs_libricss\0L_session0_clip298.pt,data\clips_libricss\0L_session0_clip298.wav,1,['8224']
data\specs_libricss\0L_session0_clip299.pt,data\clips_libricss\0L_session0_clip299.wav,1,['8224']
data\specs_libricss\0L_session0_clip3.pt,data\clips_libricss\0L_session0_clip3.wav,1,['6930']
data\specs_libricss\0L_session0_clip30.pt,data\clips_libricss\0L_session0_clip30.wav,1,['8224']
data\specs_libricss\0L_session0_clip300.pt,data\clips_libricss\0L_session0_clip300.wav,1,['8224']
data\specs_libricss\0L_session0_clip301.pt,data\clips_libricss\0L_session0_clip301.wav,1,['8224']
data\specs_libricss\0L_session0_clip302.pt,data\clips_libricss\0L_session0_clip302.wav,1,['8224']
data\specs_libricss\0L_session0_clip303.pt,data\clips_libricss\0L_session0_clip303.wav,1,['8224']
data\specs_libricss\0L_session0_clip304.pt,data\clips_libricss\0L_session0_clip304.wav,1,['8224']
data\specs_libricss\0L_session0_clip305.pt,data\clips_libricss\0L_session0_clip305.wav,1,['8224']
data\specs_libricss\0L_session0_clip306.pt,data\clips_libricss\0L_session0_clip306.wav,1,['8224']
data\specs_libricss\0L_session0_clip307.pt,data\clips_libricss\0L_session0_clip307.wav,0,[]
data\specs_libricss\0L_session0_clip308.pt,data\clips_libricss\0L_session0_clip308.wav,0,[]
data\specs_libricss\0L_session0_clip309.pt,data\clips_libricss\0L_session0_clip309.wav,0,[]
data\specs_libricss\0L_session0_clip31.pt,data\clips_libricss\0L_session0_clip31.wav,1,['8224']
data\specs_libricss\0L_session0_clip310.pt,data\clips_libricss\0L_session0_clip310.wav,1,['3575']
data\specs_libricss\0L_session0_clip311.pt,data\clips_libricss\0L_session0_clip311.wav,1,['3575']
data\specs_libricss\0L_session0_clip312.pt,data\clips_libricss\0L_session0_clip312.wav,1,['3575']
data\specs_libricss\0L_session0_clip313.pt,data\clips_libricss\0L_session0_clip313.wav,1,['3575']
data\specs_libricss\0L_session0_clip314.pt,data\clips_libricss\0L_session0_clip314.wav,1,['3575']
data\specs_libricss\0L_session0_clip315.pt,data\clips_libricss\0L_session0_clip315.wav,1,['3575']
data\specs_libricss\0L_session0_clip316.pt,data\clips_libricss\0L_session0_clip316.wav,1,['3575']
data\specs_libricss\0L_session0_clip317.pt,data\clips_libricss\0L_session0_clip317.wav,0,[]
data\specs_libricss\0L_session0_clip318.pt,data\clips_libricss\0L_session0_clip318.wav,0,[]
data\specs_libricss\0L_session0_clip319.pt,data\clips_libricss\0L_session0_clip319.wav,1,['8224']
data\specs_libricss\0L_session0_clip32.pt,data\clips_libricss\0L_session0_clip32.wav,1,['8224']
data\specs_libricss\0L_session0_clip320.pt,data\clips_libricss\0L_session0_clip320.wav,1,['8224']
data\specs_libricss\0L_session0_clip321.pt,data\clips_libricss\0L_session0_clip321.wav,1,['8224']
data\specs_libricss\0L_session0_clip322.pt,data\clips_libricss\0L_session0_clip322.wav,1,['8224']
data\specs_libricss\0L_session0_clip323.pt,data\clips_libricss\0L_session0_clip323.wav,1,['8224']
data\specs_libricss\0L_session0_clip324.pt,data\clips_libricss\0L_session0_clip324.wav,1,['8224']
data\specs_libricss\0L_session0_clip325.pt,data\clips_libricss\0L_session0_clip325.wav,0,[]
data\specs_libricss\0L_session0_clip326.pt,data\clips_libricss\0L_session0_clip326.wav,0,[]
data\specs_libricss\0L_session0_clip327.pt,data\clips_libricss\0L_session0_clip327.wav,1,['121']
data\specs_libricss\0L_session0_clip328.pt,data\clips_libricss\0L_session0_clip328.wav,1,['121']
data\specs_libricss\0L_session0_clip329.pt,data\clips_libricss\0L_session0_clip329.wav,1,['121']
data\specs_libricss\0L_session0_clip33.pt,data\clips_libricss\0L_session0_clip33.wav,1,['8224']
data\specs_libricss\0L_session0_clip330.pt,data\clips_libricss\0L_session0_clip330.wav,0,[]
data\specs_libricss\0L_session0_clip331.pt,data\clips_libricss\0L_session0_clip331.wav,0,[]
data\specs_libricss\0L_session0_clip332.pt,data\clips_libricss\0L_session0_clip332.wav,0,[]
data\specs_libricss\0L_session0_clip333.pt,data\clips_libricss\0L_session0_clip333.wav,1,['121']
data\specs_libricss\0L_session0_clip334.pt,data\clips_libricss\0L_session0_clip334.wav,1,['121']
data\specs_libricss\0L_session0_clip335.pt,data\clips_libricss\0L_session0_clip335.wav,1,['121']
data\specs_libricss\0L_session0_clip336.pt,data\clips_libricss\0L_session0_clip336.wav,1,['121']
data\specs_libricss\0L_session0_clip337.pt,data\clips_libricss\0L_session0_clip337.wav,1,['121']
data\specs_libricss\0L_session0_clip338.pt,data\clips_libricss\0L_session0_clip338.wav,1,['121']
data\specs_libricss\0L_session0_clip339.pt,data\clips_libricss\0L_session0_clip339.wav,1,['121']
data\specs_libricss\0L_session0_clip34.pt,data\clips_libricss\0L_session0_clip34.wav,1,['8224']
data\specs_libricss\0L_session0_clip340.pt,data\clips_libricss\0L_session0_clip340.wav,1,['121']
data\specs_libricss\0L_session0_clip341.pt,data\clips_libricss\0L_session0_clip341.wav,1,['121']
data\specs_libricss\0L_session0_clip342.pt,data\clips_libricss\0L_session0_clip342.wav,1,['121']
data\specs_libricss\0L_session0_clip343.pt,data\clips_libricss\0L_session0_clip343.wav,1,['121']
data\specs_libricss\0L_session0_clip344.pt,data\clips_libricss\0L_session0_clip344.wav,1,['121']
data\specs_libricss\0L_session0_clip345.pt,data\clips_libricss\0L_session0_clip345.wav,1,['121']
data\specs_libricss\0L_session0_clip346.pt,data\clips_libricss\0L_session0_clip346.wav,1,['121']
data\specs_libricss\0L_session0_clip347.pt,data\clips_libricss\0L_session0_clip347.wav,0,[]
