clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_62532.wav,data\clips_aug\overlay_20218.wav,data\clips_aug\overlay_8862.wav,5,"['237', '8224', '8463', '2830', '1221']"
data\clips_aug\overlay_62533.wav,data\clips_aug\overlay_42643.wav,data\clips_aug\overlay_4825.wav,5,"['4077', '1221', '1580', '4992', '2300']"
data\clips_aug\overlay_62534.wav,data\clips_aug\overlay_43165.wav,data\clips_aug\overlay_3327.wav,5,"['2300', '4970', '7176', '672', '8230']"
data\clips_aug\overlay_62535.wav,data\clips_aug\overlay_39974.wav,data\clips_aug\overlay_12017.wav,5,"['4077', '3575', '1580', '1089', '6829']"
data\clips_aug\overlay_62536.wav,data\clips_aug\overlay_24220.wav,data\clips_aug\overlay_1953.wav,5,"['8224', '5683', '1995', '1188', '7127']"
data\clips_aug\overlay_62537.wav,data\clips_aug\overlay_24079.wav,data\clips_libricss\OV30_session8_clip489.wav,5,"['1995', '4446', '5142', '1284', '3575']"
data\clips_aug\overlay_62538.wav,data\clips_aug\overlay_44920.wav,data\clips_aug\overlay_1806.wav,5,"['7729', '1320', '3729', '4507', '8555']"
data\clips_aug\overlay_62539.wav,data\clips_aug\overlay_28775.wav,data\clips_aug\overlay_12977.wav,5,"['2961', '672', '7127', '8555', '7729']"
data\clips_aug\overlay_62540.wav,data\clips_aug\overlay_38800.wav,data\clips_aug\overlay_16733.wav,5,"['7021', '8463', '8555', '2961', '3575']"
data\clips_aug\overlay_62541.wav,data\clips_aug\overlay_29493.wav,data\clips_aug\overlay_429.wav,5,"['1221', '2300', '6930', '4446', '1320']"
data\clips_aug\overlay_62542.wav,data\clips_aug\overlay_33516.wav,data\clips_libricss\0S_session9_clip177.wav,5,"['8230', '3570', '237', '7021', '61']"
data\clips_aug\overlay_62543.wav,data\clips_aug\overlay_40062.wav,data\clips_aug\overlay_12550.wav,5,"['672', '1188', '4077', '5142', '5105']"
data\clips_aug\overlay_62544.wav,data\clips_aug\overlay_30065.wav,data\clips_aug\overlay_19872.wav,5,"['1221', '1320', '672', '3570', '1188']"
data\clips_aug\overlay_62545.wav,data\clips_aug\overlay_21083.wav,data\clips_libricss\OV20_session6_clip442.wav,5,"['3570', '8463', '1320', '6829', '4507']"
data\clips_aug\overlay_62546.wav,data\clips_aug\overlay_36896.wav,data\clips_aug\overlay_16784.wav,5,"['3575', '5105', '121', '8224', '1089']"
data\clips_aug\overlay_62547.wav,data\clips_aug\overlay_35900.wav,data\clips_aug\overlay_3106.wav,5,"['1188', '2094', '4077', '6930', '2961']"
data\clips_aug\overlay_62548.wav,data\clips_aug\overlay_43664.wav,data\clips_aug\overlay_19170.wav,5,"['3575', '4970', '5105', '6829', '4507']"
data\clips_aug\overlay_62549.wav,data\clips_aug\overlay_35352.wav,data\clips_aug\overlay_17518.wav,5,"['7021', '1995', '2094', '8230', '1580']"
data\clips_aug\overlay_62550.wav,data\clips_aug\overlay_40221.wav,data\clips_aug\overlay_14615.wav,5,"['2961', '1284', '1188', '2300', '5683']"
data\clips_aug\overlay_62551.wav,data\clips_aug\overlay_41930.wav,data\clips_libricss\OV40_session3_clip140.wav,5,"['4970', '3575', '908', '4077', '1320']"
data\clips_aug\overlay_62552.wav,data\clips_aug\overlay_29782.wav,data\clips_libricss\OV40_session5_clip102.wav,5,"['7176', '3570', '8230', '237', '4507']"
data\clips_aug\overlay_62553.wav,data\clips_aug\overlay_35813.wav,data\clips_libricss\OV40_session3_clip138.wav,5,"['672', '5142', '5683', '4077', '1320']"
data\clips_aug\overlay_62554.wav,data\clips_aug\overlay_21526.wav,data\clips_aug\overlay_12598.wav,5,"['672', '260', '8224', '61', '8230']"
data\clips_aug\overlay_62555.wav,data\clips_aug\overlay_27247.wav,data\clips_libricss\OV40_session1_clip229.wav,5,"['4446', '5105', '4992', '260', '237']"
data\clips_aug\overlay_62556.wav,data\clips_aug\overlay_21986.wav,data\clips_aug\overlay_8152.wav,5,"['1995', '1284', '4507', '1089', '4970']"
data\clips_aug\overlay_62557.wav,data\clips_aug\overlay_33694.wav,data\clips_aug\overlay_19527.wav,5,"['1089', '5639', '8455', '6829', '260']"
data\clips_aug\overlay_62558.wav,data\clips_aug\overlay_42244.wav,data\clips_libricss\OV30_session0_clip321.wav,5,"['908', '7729', '1188', '7021', '3575']"
data\clips_aug\overlay_62559.wav,data\clips_aug\overlay_21006.wav,data\clips_aug\overlay_11619.wav,5,"['1284', '8230', '1188', '6829', '3570']"
data\clips_aug\overlay_62560.wav,data\clips_aug\overlay_40771.wav,data\clips_aug\overlay_18207.wav,5,"['8224', '1284', '237', '908', '1320']"
data\clips_aug\overlay_62561.wav,data\clips_aug\overlay_23667.wav,data\clips_aug\overlay_17635.wav,5,"['7021', '8224', '2961', '4992', '1320']"
data\clips_aug\overlay_62562.wav,data\clips_aug\overlay_34069.wav,data\clips_aug\overlay_8725.wav,5,"['8463', '1221', '1089', '8224', '5639']"
data\clips_aug\overlay_62563.wav,data\clips_aug\overlay_29747.wav,data\clips_aug\overlay_17404.wav,5,"['3575', '1188', '8224', '5105', '5639']"
data\clips_aug\overlay_62564.wav,data\clips_aug\overlay_31773.wav,data\clips_aug\overlay_12815.wav,5,"['4970', '5105', '121', '2094', '7127']"
data\clips_aug\overlay_62565.wav,data\clips_aug\overlay_24356.wav,data\clips_aug\overlay_17778.wav,5,"['1284', '8463', '1995', '4077', '908']"
data\clips_aug\overlay_62566.wav,data\clips_aug\overlay_22874.wav,data\clips_aug\overlay_12360.wav,5,"['6930', '2830', '8224', '1284', '2961']"
data\clips_aug\overlay_62567.wav,data\clips_aug\overlay_36842.wav,data\clips_aug\overlay_11256.wav,5,"['7729', '8463', '3575', '1284', '4077']"
data\clips_aug\overlay_62568.wav,data\clips_aug\overlay_22748.wav,data\clips_aug\overlay_13741.wav,5,"['6930', '121', '3729', '4992', '260']"
data\clips_aug\overlay_62569.wav,data\clips_aug\overlay_39903.wav,data\clips_aug\overlay_17224.wav,5,"['1320', '260', '1188', '5639', '7021']"
data\clips_aug\overlay_62570.wav,data\clips_aug\overlay_22862.wav,data\clips_aug\overlay_7930.wav,5,"['3575', '8555', '5105', '1188', '5639']"
data\clips_aug\overlay_62571.wav,data\clips_aug\overlay_23427.wav,data\clips_aug\overlay_17565.wav,5,"['7729', '1188', '1995', '672', '7021']"
data\clips_aug\overlay_62572.wav,data\clips_aug\overlay_35789.wav,data\clips_aug\overlay_18360.wav,5,"['8224', '1221', '1284', '4992', '7729']"
data\clips_aug\overlay_62573.wav,data\clips_aug\overlay_21838.wav,data\clips_libricss\OV20_session3_clip264.wav,5,"['4077', '260', '4507', '5105', '5142']"
data\clips_aug\overlay_62574.wav,data\clips_aug\overlay_33170.wav,data\clips_aug\overlay_17393.wav,5,"['5683', '8555', '8224', '7021', '908']"
data\clips_aug\overlay_62575.wav,data\clips_aug\overlay_20611.wav,data\clips_libricss\OV10_session5_clip530.wav,5,"['2961', '5142', '2300', '3729', '3575']"
data\clips_aug\overlay_62576.wav,data\clips_aug\overlay_42335.wav,data\clips_aug\overlay_5401.wav,5,"['672', '7021', '2961', '237', '1188']"
data\clips_aug\overlay_62577.wav,data\clips_aug\overlay_32768.wav,data\clips_libricss\OV20_session2_clip459.wav,5,"['1188', '260', '8224', '3570', '8230']"
data\clips_aug\overlay_62578.wav,data\clips_aug\overlay_43741.wav,data\clips_aug\overlay_18371.wav,5,"['2300', '672', '3575', '6930', '1188']"
data\clips_aug\overlay_62579.wav,data\clips_aug\overlay_34343.wav,data\clips_aug\overlay_5089.wav,5,"['4077', '7729', '8230', '908', '1188']"
data\clips_aug\overlay_62580.wav,data\clips_aug\overlay_36349.wav,data\clips_aug\overlay_3702.wav,5,"['1089', '5105', '8555', '3729', '1580']"
data\clips_aug\overlay_62581.wav,data\clips_aug\overlay_23946.wav,data\clips_aug\overlay_1554.wav,5,"['6930', '1320', '2961', '5105', '2300']"
data\clips_aug\overlay_62582.wav,data\clips_aug\overlay_42891.wav,data\clips_aug\overlay_8489.wav,5,"['1089', '4446', '8230', '3575', '1188']"
data\clips_aug\overlay_62583.wav,data\clips_aug\overlay_28482.wav,data\clips_libricss\0S_session6_clip26.wav,5,"['5639', '2961', '7127', '260', '3729']"
data\clips_aug\overlay_62584.wav,data\clips_aug\overlay_35326.wav,data\clips_aug\overlay_8334.wav,5,"['5105', '7127', '4077', '4992', '672']"
data\clips_aug\overlay_62585.wav,data\clips_aug\overlay_31720.wav,data\clips_aug\overlay_2333.wav,5,"['5105', '4970', '2300', '4992', '121']"
data\clips_aug\overlay_62586.wav,data\clips_aug\overlay_24013.wav,data\clips_aug\overlay_19200.wav,5,"['260', '7729', '2094', '5142', '3575']"
data\clips_aug\overlay_62587.wav,data\clips_aug\overlay_29169.wav,data\clips_aug\overlay_4624.wav,5,"['4992', '1221', '2961', '1089', '7021']"
data\clips_aug\overlay_62588.wav,data\clips_aug\overlay_29258.wav,data\clips_aug\overlay_5858.wav,5,"['8230', '4970', '1089', '5105', '1995']"
data\clips_aug\overlay_62589.wav,data\clips_aug\overlay_37632.wav,data\clips_libricss\0S_session0_clip378.wav,5,"['1995', '8555', '4992', '6930', '1580']"
data\clips_aug\overlay_62590.wav,data\clips_aug\overlay_33778.wav,data\clips_libricss\OV10_session2_clip125.wav,5,"['5639', '1188', '7021', '7729', '61']"
data\clips_aug\overlay_62591.wav,data\clips_aug\overlay_25867.wav,data\clips_libricss\OV30_session3_clip243.wav,5,"['121', '4970', '3729', '6930', '3575']"
data\clips_aug\overlay_62592.wav,data\clips_aug\overlay_26625.wav,data\clips_aug\overlay_3740.wav,5,"['4077', '121', '672', '260', '8224']"
data\clips_aug\overlay_62593.wav,data\clips_aug\overlay_39979.wav,data\clips_aug\overlay_8776.wav,5,"['1995', '3570', '908', '4077', '4992']"
data\clips_aug\overlay_62594.wav,data\clips_aug\overlay_23379.wav,data\clips_libricss\OV10_session1_clip73.wav,5,"['8230', '1320', '4507', '3570', '2094']"
data\clips_aug\overlay_62595.wav,data\clips_aug\overlay_38707.wav,data\clips_aug\overlay_2243.wav,5,"['1284', '3575', '2961', '5683', '8463']"
data\clips_aug\overlay_62596.wav,data\clips_aug\overlay_31518.wav,data\clips_aug\overlay_9345.wav,5,"['908', '8224', '7176', '8555', '1089']"
data\clips_aug\overlay_62597.wav,data\clips_aug\overlay_36830.wav,data\clips_aug\overlay_19250.wav,5,"['7729', '4077', '8463', '1320', '7176']"
data\clips_aug\overlay_62598.wav,data\clips_aug\overlay_22639.wav,data\clips_libricss\OV40_session3_clip318.wav,5,"['4507', '8224', '8230', '4077', '5105']"
data\clips_aug\overlay_62599.wav,data\clips_aug\overlay_29125.wav,data\clips_aug\overlay_4121.wav,5,"['7729', '61', '8224', '8463', '8230']"
data\clips_aug\overlay_62600.wav,data\clips_aug\overlay_34849.wav,data\clips_libricss\OV10_session1_clip100.wav,5,"['4992', '237', '4077', '8224', '8463']"
data\clips_aug\overlay_62601.wav,data\clips_aug\overlay_29681.wav,data\clips_aug\overlay_9145.wav,5,"['8555', '4507', '7729', '4970', '5639']"
data\clips_aug\overlay_62602.wav,data\clips_aug\overlay_24161.wav,data\clips_libricss\OV40_session3_clip530.wav,5,"['3729', '4992', '6829', '4077', '8463']"
data\clips_aug\overlay_62603.wav,data\clips_aug\overlay_33720.wav,data\clips_aug\overlay_15636.wav,5,"['7176', '6930', '237', '1320', '7729']"
data\clips_aug\overlay_62604.wav,data\clips_aug\overlay_42815.wav,data\clips_aug\overlay_4661.wav,5,"['1221', '4507', '3729', '672', '8455']"
data\clips_aug\overlay_62605.wav,data\clips_aug\overlay_29554.wav,data\clips_aug\overlay_13023.wav,5,"['4077', '8463', '5683', '3729', '3570']"
data\clips_aug\overlay_62606.wav,data\clips_aug\overlay_21185.wav,data\clips_aug\overlay_16636.wav,5,"['260', '121', '1320', '5639', '2094']"
data\clips_aug\overlay_62607.wav,data\clips_aug\overlay_21164.wav,data\clips_libricss\OV40_session1_clip87.wav,5,"['2830', '7127', '237', '121', '4446']"
data\clips_aug\overlay_62608.wav,data\clips_aug\overlay_44821.wav,data\clips_aug\overlay_10621.wav,5,"['2094', '4970', '7021', '8463', '6930']"
data\clips_aug\overlay_62609.wav,data\clips_aug\overlay_21598.wav,data\clips_aug\overlay_12391.wav,5,"['8230', '1580', '61', '8224', '7021']"
data\clips_aug\overlay_62610.wav,data\clips_aug\overlay_41073.wav,data\clips_libricss\OV40_session7_clip315.wav,5,"['8224', '1188', '2300', '2830', '8463']"
data\clips_aug\overlay_62611.wav,data\clips_aug\overlay_26965.wav,data\clips_libricss\OV40_session2_clip252.wav,5,"['2961', '3729', '3575', '8230', '1320']"
data\clips_aug\overlay_62612.wav,data\clips_aug\overlay_40825.wav,data\clips_aug\overlay_15087.wav,5,"['8463', '1995', '6930', '4970', '1188']"
data\clips_aug\overlay_62613.wav,data\clips_aug\overlay_38798.wav,data\clips_aug\overlay_10438.wav,5,"['1188', '4077', '1089', '3575', '7127']"
data\clips_aug\overlay_62614.wav,data\clips_aug\overlay_25052.wav,data\clips_aug\overlay_5675.wav,5,"['4077', '8555', '3729', '7729', '5639']"
data\clips_aug\overlay_62615.wav,data\clips_aug\overlay_32459.wav,data\clips_aug\overlay_14799.wav,5,"['5639', '1188', '8230', '7729', '1320']"
data\clips_aug\overlay_62616.wav,data\clips_aug\overlay_37680.wav,data\clips_aug\overlay_9602.wav,5,"['1995', '8463', '2830', '8224', '7021']"
data\clips_aug\overlay_62617.wav,data\clips_aug\overlay_41962.wav,data\clips_aug\overlay_2743.wav,5,"['1580', '3575', '5683', '2830', '2300']"
data\clips_aug\overlay_62618.wav,data\clips_aug\overlay_37325.wav,data\clips_aug\overlay_5828.wav,5,"['260', '1320', '7729', '6829', '4507']"
data\clips_aug\overlay_62619.wav,data\clips_aug\overlay_43038.wav,data\clips_aug\overlay_5693.wav,5,"['7729', '1320', '5105', '1089', '3729']"
data\clips_aug\overlay_62620.wav,data\clips_aug\overlay_27338.wav,data\clips_aug\overlay_6807.wav,5,"['1320', '2830', '8224', '8555', '1089']"
data\clips_aug\overlay_62621.wav,data\clips_aug\overlay_25251.wav,data\clips_aug\overlay_18297.wav,5,"['2300', '7729', '4077', '2094', '3575']"
data\clips_aug\overlay_62622.wav,data\clips_aug\overlay_38504.wav,data\clips_aug\overlay_1852.wav,5,"['1995', '2300', '5105', '5142', '1221']"
data\clips_aug\overlay_62623.wav,data\clips_aug\overlay_27978.wav,data\clips_aug\overlay_11855.wav,5,"['4446', '1995', '2961', '4077', '3729']"
data\clips_aug\overlay_62624.wav,data\clips_aug\overlay_41107.wav,data\clips_aug\overlay_12156.wav,5,"['4507', '3575', '237', '7127', '7729']"
data\clips_aug\overlay_62625.wav,data\clips_aug\overlay_34719.wav,data\clips_aug\overlay_10640.wav,5,"['260', '4507', '2300', '1284', '1188']"
data\clips_aug\overlay_62626.wav,data\clips_aug\overlay_25425.wav,data\clips_libricss\OV40_session4_clip66.wav,5,"['6930', '1320', '5639', '121', '1188']"
data\clips_aug\overlay_62627.wav,data\clips_aug\overlay_21884.wav,data\clips_aug\overlay_51.wav,5,"['2961', '5142', '6829', '3575', '4446']"
data\clips_aug\overlay_62628.wav,data\clips_aug\overlay_33670.wav,data\clips_libricss\OV40_session8_clip335.wav,5,"['5683', '7021', '1320', '6930', '5639']"
data\clips_aug\overlay_62629.wav,data\clips_aug\overlay_35549.wav,data\clips_aug\overlay_4559.wav,5,"['2830', '4446', '2961', '2094', '7127']"
data\clips_aug\overlay_62630.wav,data\clips_aug\overlay_26716.wav,data\clips_libricss\0S_session3_clip435.wav,5,"['6930', '1284', '8230', '1089', '5105']"
data\clips_aug\overlay_62631.wav,data\clips_aug\overlay_42453.wav,data\clips_aug\overlay_7687.wav,5,"['2094', '1320', '5639', '8224', '7021']"
data\clips_aug\overlay_62632.wav,data\clips_aug\overlay_29203.wav,data\clips_aug\overlay_4110.wav,5,"['3570', '1089', '5639', '8555', '2094']"
data\clips_aug\overlay_62633.wav,data\clips_aug\overlay_34924.wav,data\clips_aug\overlay_19178.wav,5,"['7127', '4077', '4992', '121', '8224']"
data\clips_aug\overlay_62634.wav,data\clips_aug\overlay_34063.wav,data\clips_aug\overlay_9190.wav,5,"['8230', '4077', '3729', '8455', '672']"
data\clips_aug\overlay_62635.wav,data\clips_aug\overlay_30252.wav,data\clips_libricss\OV40_session6_clip213.wav,5,"['8455', '7021', '1320', '672', '8230']"
data\clips_aug\overlay_62636.wav,data\clips_aug\overlay_27850.wav,data\clips_aug\overlay_2116.wav,5,"['7127', '4077', '1284', '8224', '260']"
data\clips_aug\overlay_62637.wav,data\clips_aug\overlay_36370.wav,data\clips_aug\overlay_15189.wav,5,"['4077', '1580', '3729', '7176', '237']"
data\clips_aug\overlay_62638.wav,data\clips_aug\overlay_26333.wav,data\clips_aug\overlay_5505.wav,5,"['121', '4446', '5639', '6829', '672']"
data\clips_aug\overlay_62639.wav,data\clips_aug\overlay_28589.wav,data\clips_aug\overlay_12204.wav,5,"['672', '1188', '8230', '908', '1320']"
data\clips_aug\overlay_62640.wav,data\clips_aug\overlay_20718.wav,data\clips_libricss\OV30_session5_clip271.wav,5,"['237', '121', '8230', '260', '1089']"
data\clips_aug\overlay_62641.wav,data\clips_aug\overlay_23775.wav,data\clips_aug\overlay_8656.wav,5,"['7021', '121', '8230', '8224', '8455']"
data\clips_aug\overlay_62642.wav,data\clips_aug\overlay_21323.wav,data\clips_aug\overlay_19169.wav,5,"['1221', '3729', '5639', '1089', '61']"
data\clips_aug\overlay_62643.wav,data\clips_aug\overlay_44099.wav,data\clips_aug\overlay_1603.wav,5,"['237', '7729', '3575', '8224', '1089']"
data\clips_aug\overlay_62644.wav,data\clips_aug\overlay_20684.wav,data\clips_aug\overlay_10221.wav,5,"['8230', '5683', '4970', '4992', '8463']"
data\clips_aug\overlay_62645.wav,data\clips_aug\overlay_35847.wav,data\clips_libricss\OV40_session8_clip525.wav,5,"['4077', '5105', '8224', '260', '8230']"
data\clips_aug\overlay_62646.wav,data\clips_aug\overlay_30019.wav,data\clips_aug\overlay_7274.wav,5,"['4507', '7021', '908', '4970', '5639']"
data\clips_aug\overlay_62647.wav,data\clips_aug\overlay_32101.wav,data\clips_aug\overlay_17920.wav,5,"['1320', '6829', '7021', '4446', '1089']"
data\clips_aug\overlay_62648.wav,data\clips_aug\overlay_28772.wav,data\clips_aug\overlay_9525.wav,5,"['237', '8463', '7176', '1188', '7729']"
data\clips_aug\overlay_62649.wav,data\clips_aug\overlay_22014.wav,data\clips_aug\overlay_14653.wav,5,"['4970', '5105', '6829', '237', '2961']"
data\clips_aug\overlay_62650.wav,data\clips_aug\overlay_30615.wav,data\clips_aug\overlay_7607.wav,5,"['1089', '8230', '6930', '1188', '8555']"
data\clips_aug\overlay_62651.wav,data\clips_aug\overlay_38180.wav,data\clips_aug\overlay_4456.wav,5,"['908', '1188', '8224', '2830', '3575']"
data\clips_aug\overlay_62652.wav,data\clips_aug\overlay_42754.wav,data\clips_aug\overlay_8918.wav,5,"['8555', '7021', '2094', '6930', '3575']"
data\clips_aug\overlay_62653.wav,data\clips_aug\overlay_23931.wav,data\clips_aug\overlay_4080.wav,5,"['8230', '7729', '8224', '5639', '4507']"
data\clips_aug\overlay_62654.wav,data\clips_aug\overlay_35421.wav,data\clips_aug\overlay_10336.wav,5,"['4992', '3575', '7176', '8455', '5105']"
data\clips_aug\overlay_62655.wav,data\clips_aug\overlay_23553.wav,data\clips_libricss\OV20_session8_clip145.wav,5,"['1089', '3570', '5105', '2300', '1995']"
data\clips_aug\overlay_62656.wav,data\clips_aug\overlay_36470.wav,data\clips_aug\overlay_9607.wav,5,"['237', '1221', '3729', '6829', '1188']"
data\clips_aug\overlay_62657.wav,data\clips_aug\overlay_33065.wav,data\clips_aug\overlay_8558.wav,5,"['61', '7021', '1089', '8224', '260']"
data\clips_aug\overlay_62658.wav,data\clips_aug\overlay_26971.wav,data\clips_libricss\OV30_session5_clip423.wav,5,"['7729', '2300', '4507', '4077', '908']"
data\clips_aug\overlay_62659.wav,data\clips_aug\overlay_42715.wav,data\clips_aug\overlay_14358.wav,5,"['1995', '2961', '1188', '3575', '5142']"
data\clips_aug\overlay_62660.wav,data\clips_aug\overlay_37573.wav,data\clips_aug\overlay_9908.wav,5,"['4446', '1284', '7729', '1089', '4970']"
data\clips_aug\overlay_62661.wav,data\clips_aug\overlay_44050.wav,data\clips_aug\overlay_2031.wav,5,"['4077', '1188', '3729', '672', '4970']"
data\clips_aug\overlay_62662.wav,data\clips_aug\overlay_44899.wav,data\clips_libricss\OV10_session3_clip455.wav,5,"['4507', '61', '1188', '2300', '7729']"
data\clips_aug\overlay_62663.wav,data\clips_aug\overlay_31161.wav,data\clips_aug\overlay_6180.wav,5,"['8224', '6930', '672', '8455', '1580']"
data\clips_aug\overlay_62664.wav,data\clips_aug\overlay_36422.wav,data\clips_aug\overlay_5353.wav,5,"['1188', '7729', '1089', '8455', '2830']"
data\clips_aug\overlay_62665.wav,data\clips_aug\overlay_40768.wav,data\clips_aug\overlay_16127.wav,5,"['260', '1188', '1995', '4077', '6829']"
data\clips_aug\overlay_62666.wav,data\clips_aug\overlay_28766.wav,data\clips_libricss\OV40_session3_clip399.wav,5,"['2961', '8224', '4446', '4077', '1320']"
data\clips_aug\overlay_62667.wav,data\clips_aug\overlay_37531.wav,data\clips_libricss\OV40_session0_clip375.wav,5,"['7729', '7021', '4446', '3729', '1284']"
data\clips_aug\overlay_62668.wav,data\clips_aug\overlay_31882.wav,data\clips_libricss\0S_session5_clip507.wav,5,"['7729', '1089', '8230', '1221', '4970']"
data\clips_aug\overlay_62669.wav,data\clips_aug\overlay_33333.wav,data\clips_aug\overlay_16595.wav,5,"['2830', '1320', '1580', '1995', '1188']"
data\clips_aug\overlay_62670.wav,data\clips_aug\overlay_35525.wav,data\clips_aug\overlay_19046.wav,5,"['1188', '121', '6829', '908', '1320']"
data\clips_aug\overlay_62671.wav,data\clips_aug\overlay_29276.wav,data\clips_aug\overlay_15526.wav,5,"['2830', '8224', '8230', '3729', '3570']"
data\clips_aug\overlay_62672.wav,data\clips_aug\overlay_21473.wav,data\clips_aug\overlay_15549.wav,5,"['260', '1188', '2300', '2961', '3570']"
data\clips_aug\overlay_62673.wav,data\clips_aug\overlay_34477.wav,data\clips_aug\overlay_16195.wav,5,"['8230', '1221', '4446', '8224', '3729']"
data\clips_aug\overlay_62674.wav,data\clips_aug\overlay_28462.wav,data\clips_aug\overlay_18783.wav,5,"['7176', '8224', '7729', '4507', '5639']"
data\clips_aug\overlay_62675.wav,data\clips_aug\overlay_22454.wav,data\clips_aug\overlay_17443.wav,5,"['1188', '3570', '1089', '4992', '7021']"
