clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_20064.wav,data\clips_aug\overlay_3287.wav,data\clips_libricss\OV40_session9_clip177.wav,3,"['4077', '3570', '3575']"
data\clips_aug\overlay_20065.wav,data\clips_aug\overlay_6968.wav,data\clips_libricss\OV30_session3_clip215.wav,3,"['5639', '2300', '5105']"
data\clips_aug\overlay_20066.wav,data\clips_aug\overlay_15124.wav,data\clips_libricss\0S_session3_clip407.wav,3,"['2961', '7021', '908']"
data\clips_aug\overlay_20067.wav,data\clips_aug\overlay_4745.wav,data\clips_libricss\OV20_session8_clip175.wav,3,"['7729', '4077', '2300']"
data\clips_aug\overlay_20068.wav,data\clips_libricss\OV40_session6_clip557.wav,data\clips_libricss\OV30_session3_clip378.wav,3,"['672', '3575', '7729']"
data\clips_aug\overlay_20069.wav,data\clips_aug\overlay_6165.wav,data\clips_libricss\0S_session3_clip212.wav,3,"['6930', '4077', '5105']"
data\clips_aug\overlay_20070.wav,data\clips_aug\overlay_5714.wav,data\clips_libricss\0L_session3_clip223.wav,3,"['4077', '5683', '2830']"
data\clips_aug\overlay_20071.wav,data\clips_aug\overlay_5486.wav,data\clips_libricss\0L_session2_clip380.wav,3,"['4077', '2961', '1188']"
data\clips_aug\overlay_20072.wav,data\clips_aug\overlay_14430.wav,data\clips_libricss\OV10_session8_clip455.wav,3,"['4970', '8224', '7729']"
data\clips_aug\overlay_20073.wav,data\clips_aug\overlay_11576.wav,data\clips_libricss\0L_session2_clip380.wav,3,"['4992', '8224', '1188']"
data\clips_aug\overlay_20074.wav,data\clips_aug\overlay_7086.wav,data\clips_libricss\0L_session4_clip162.wav,3,"['5105', '4970', '1188']"
data\clips_aug\overlay_20075.wav,data\clips_aug\overlay_7404.wav,data\clips_libricss\OV10_session6_clip224.wav,3,"['5639', '8463', '1089']"
data\clips_aug\overlay_20076.wav,data\clips_aug\overlay_9099.wav,data\clips_libricss\OV30_session8_clip592.wav,3,"['1320', '8230', '1188']"
data\clips_aug\overlay_20077.wav,data\clips_aug\overlay_836.wav,data\clips_libricss\OV20_session0_clip227.wav,3,"['8224', '8463', '6930']"
data\clips_aug\overlay_20078.wav,data\clips_aug\overlay_10848.wav,data\clips_libricss\OV30_session5_clip581.wav,3,"['2961', '6930', '8224']"
data\clips_aug\overlay_20079.wav,data\clips_libricss\OV40_session9_clip332.wav,data\clips_libricss\0L_session8_clip247.wav,3,"['4077', '8224', '6930']"
data\clips_aug\overlay_20080.wav,data\clips_aug\overlay_7572.wav,data\clips_libricss\0S_session6_clip570.wav,3,"['2961', '3570', '3729']"
data\clips_aug\overlay_20081.wav,data\clips_aug\overlay_18531.wav,data\clips_libricss\OV40_session6_clip391.wav,3,"['7127', '1320', '4970']"
data\clips_aug\overlay_20082.wav,data\clips_aug\overlay_4065.wav,data\clips_libricss\OV20_session7_clip212.wav,3,"['1320', '4077', '2961']"
data\clips_aug\overlay_20083.wav,data\clips_aug\overlay_12844.wav,data\clips_libricss\OV10_session2_clip42.wav,3,"['1284', '1089', '1188']"
data\clips_aug\overlay_20084.wav,data\clips_aug\overlay_13516.wav,data\clips_libricss\OV30_session7_clip596.wav,3,"['3575', '121', '1188']"
data\clips_aug\overlay_20085.wav,data\clips_aug\overlay_13027.wav,data\clips_libricss\OV30_session8_clip294.wav,3,"['121', '237', '8230']"
data\clips_aug\overlay_20086.wav,data\clips_aug\overlay_11117.wav,data\clips_libricss\OV30_session5_clip147.wav,3,"['2300', '1995', '8224']"
data\clips_aug\overlay_20087.wav,data\clips_aug\overlay_7830.wav,data\clips_libricss\OV30_session8_clip284.wav,3,"['8224', '1580', '3575']"
data\clips_aug\overlay_20088.wav,data\clips_aug\overlay_2494.wav,data\clips_libricss\0S_session2_clip97.wav,3,"['260', '672', '5639']"
data\clips_aug\overlay_20089.wav,data\clips_aug\overlay_7888.wav,data\clips_libricss\OV10_session6_clip292.wav,3,"['3570', '2961', '1089']"
data\clips_aug\overlay_20090.wav,data\clips_aug\overlay_18279.wav,data\clips_libricss\OV40_session3_clip189.wav,3,"['7729', '4970', '7127']"
data\clips_aug\overlay_20091.wav,data\clips_aug\overlay_2129.wav,data\clips_libricss\OV20_session5_clip264.wav,3,"['1284', '1188', '2961']"
data\clips_aug\overlay_20092.wav,data\clips_libricss\OV40_session8_clip528.wav,data\clips_libricss\OV40_session9_clip50.wav,3,"['260', '8230', '8224']"
data\clips_aug\overlay_20093.wav,data\clips_libricss\OV30_session6_clip170.wav,data\clips_libricss\OV10_session1_clip232.wav,3,"['5683', '8555', '8463']"
data\clips_aug\overlay_20094.wav,data\clips_libricss\OV10_session5_clip445.wav,data\clips_libricss\0S_session5_clip173.wav,3,"['4507', '4970', '2300']"
data\clips_aug\overlay_20095.wav,data\clips_aug\overlay_13630.wav,data\clips_libricss\0L_session1_clip528.wav,3,"['1188', '1320', '1580']"
data\clips_aug\overlay_20096.wav,data\clips_aug\overlay_3957.wav,data\clips_libricss\0L_session1_clip302.wav,3,"['3575', '7729', '237']"
data\clips_aug\overlay_20097.wav,data\clips_aug\overlay_19964.wav,data\clips_libricss\0L_session9_clip168.wav,3,"['6930', '2961', '1188']"
data\clips_aug\overlay_20098.wav,data\clips_libricss\OV30_session4_clip62.wav,data\clips_libricss\OV40_session4_clip340.wav,3,"['6829', '2830', '908']"
data\clips_aug\overlay_20099.wav,data\clips_aug\overlay_12100.wav,data\clips_libricss\OV20_session8_clip432.wav,3,"['2830', '1320', '8230']"
data\clips_aug\overlay_20100.wav,data\clips_aug\overlay_6474.wav,data\clips_libricss\OV20_session0_clip515.wav,3,"['6829', '8555', '1284']"
data\clips_aug\overlay_20101.wav,data\clips_aug\overlay_40.wav,data\clips_libricss\0L_session4_clip199.wav,3,"['672', '4077', '7729']"
data\clips_aug\overlay_20102.wav,data\clips_libricss\OV20_session2_clip588.wav,data\clips_libricss\OV30_session4_clip318.wav,3,"['1580', '5639', '8555']"
data\clips_aug\overlay_20103.wav,data\clips_aug\overlay_15691.wav,data\clips_libricss\0S_session5_clip231.wav,3,"['4970', '8224', '121']"
data\clips_aug\overlay_20104.wav,data\clips_aug\overlay_14345.wav,data\clips_libricss\OV10_session7_clip172.wav,3,"['8455', '7127', '1221']"
data\clips_aug\overlay_20105.wav,data\clips_aug\overlay_1915.wav,data\clips_libricss\OV20_session4_clip148.wav,3,"['121', '7176', '5105']"
data\clips_aug\overlay_20106.wav,data\clips_aug\overlay_17583.wav,data\clips_libricss\0S_session0_clip553.wav,3,"['2961', '4507', '1580']"
data\clips_aug\overlay_20107.wav,data\clips_aug\overlay_6457.wav,data\clips_libricss\OV10_session4_clip461.wav,3,"['8455', '1188', '121']"
data\clips_aug\overlay_20108.wav,data\clips_aug\overlay_18257.wav,data\clips_libricss\OV20_session6_clip145.wav,3,"['7729', '2830', '8224']"
data\clips_aug\overlay_20109.wav,data\clips_aug\overlay_18511.wav,data\clips_libricss\OV30_session2_clip514.wav,3,"['4446', '2830', '1284']"
data\clips_aug\overlay_20110.wav,data\clips_aug\overlay_11651.wav,data\clips_libricss\OV30_session6_clip319.wav,3,"['6829', '1221', '8555']"
data\clips_aug\overlay_20111.wav,data\clips_aug\overlay_12178.wav,data\clips_libricss\OV10_session3_clip308.wav,3,"['8230', '7729', '2300']"
data\clips_aug\overlay_20112.wav,data\clips_libricss\OV40_session6_clip434.wav,data\clips_libricss\0S_session8_clip314.wav,3,"['2094', '1188', '5639']"
data\clips_aug\overlay_20113.wav,data\clips_aug\overlay_8949.wav,data\clips_libricss\OV40_session5_clip81.wav,3,"['121', '7176', '1284']"
data\clips_aug\overlay_20114.wav,data\clips_libricss\OV30_session3_clip553.wav,data\clips_libricss\OV40_session4_clip306.wav,3,"['7729', '5105', '4077']"
data\clips_aug\overlay_20115.wav,data\clips_aug\overlay_18779.wav,data\clips_libricss\OV10_session8_clip493.wav,3,"['7127', '8230', '1320']"
data\clips_aug\overlay_20116.wav,data\clips_aug\overlay_5842.wav,data\clips_libricss\OV40_session1_clip459.wav,3,"['1188', '3729', '121']"
data\clips_aug\overlay_20117.wav,data\clips_aug\overlay_2594.wav,data\clips_libricss\OV30_session9_clip377.wav,3,"['6930', '1284', '1188']"
data\clips_aug\overlay_20118.wav,data\clips_aug\overlay_10364.wav,data\clips_libricss\OV10_session4_clip3.wav,3,"['4446', '4970', '672']"
data\clips_aug\overlay_20119.wav,data\clips_aug\overlay_15771.wav,data\clips_libricss\OV30_session0_clip80.wav,3,"['4507', '3575', '1089']"
data\clips_aug\overlay_20120.wav,data\clips_aug\overlay_5811.wav,data\clips_libricss\0L_session5_clip529.wav,3,"['7176', '6829', '8455']"
data\clips_aug\overlay_20121.wav,data\clips_aug\overlay_12889.wav,data\clips_libricss\0S_session0_clip513.wav,3,"['8230', '1221', '7176']"
data\clips_aug\overlay_20122.wav,data\clips_libricss\OV20_session5_clip221.wav,data\clips_libricss\0S_session5_clip431.wav,3,"['3570', '3575', '4507']"
data\clips_aug\overlay_20123.wav,data\clips_aug\overlay_15370.wav,data\clips_libricss\OV20_session9_clip517.wav,3,"['672', '8555', '5639']"
data\clips_aug\overlay_20124.wav,data\clips_aug\overlay_8932.wav,data\clips_libricss\0S_session6_clip368.wav,3,"['3570', '1320', '5683']"
data\clips_aug\overlay_20125.wav,data\clips_aug\overlay_16223.wav,data\clips_libricss\OV20_session4_clip104.wav,3,"['1320', '3570', '5105']"
data\clips_aug\overlay_20126.wav,data\clips_aug\overlay_1068.wav,data\clips_libricss\OV10_session1_clip533.wav,3,"['2961', '1320', '8555']"
data\clips_aug\overlay_20127.wav,data\clips_aug\overlay_12995.wav,data\clips_libricss\OV20_session1_clip396.wav,3,"['260', '4992', '8224']"
data\clips_aug\overlay_20128.wav,data\clips_aug\overlay_4736.wav,data\clips_libricss\OV20_session3_clip79.wav,3,"['7729', '1284', '908']"
data\clips_aug\overlay_20129.wav,data\clips_aug\overlay_13040.wav,data\clips_libricss\OV20_session8_clip574.wav,3,"['2830', '2094', '8230']"
data\clips_aug\overlay_20130.wav,data\clips_aug\overlay_19570.wav,data\clips_libricss\0S_session8_clip143.wav,3,"['8230', '1580', '1995']"
data\clips_aug\overlay_20131.wav,data\clips_libricss\OV20_session4_clip262.wav,data\clips_libricss\OV40_session3_clip579.wav,3,"['7127', '2830', '4077']"
data\clips_aug\overlay_20132.wav,data\clips_aug\overlay_12819.wav,data\clips_libricss\OV20_session1_clip265.wav,3,"['2300', '672', '1089']"
data\clips_aug\overlay_20133.wav,data\clips_aug\overlay_182.wav,data\clips_libricss\OV30_session6_clip582.wav,3,"['7021', '4077', '61']"
data\clips_aug\overlay_20134.wav,data\clips_aug\overlay_18074.wav,data\clips_libricss\OV10_session4_clip435.wav,3,"['6930', '2094', '6829']"
data\clips_aug\overlay_20135.wav,data\clips_aug\overlay_15327.wav,data\clips_libricss\OV10_session3_clip311.wav,3,"['1188', '6829', '2300']"
data\clips_aug\overlay_20136.wav,data\clips_aug\overlay_6929.wav,data\clips_libricss\0S_session6_clip57.wav,3,"['3575', '908', '3729']"
data\clips_aug\overlay_20137.wav,data\clips_libricss\OV10_session7_clip203.wav,data\clips_libricss\0L_session0_clip439.wav,3,"['121', '1221', '8230']"
data\clips_aug\overlay_20138.wav,data\clips_aug\overlay_19851.wav,data\clips_libricss\0S_session7_clip464.wav,3,"['121', '5105', '8230']"
data\clips_aug\overlay_20139.wav,data\clips_aug\overlay_15645.wav,data\clips_libricss\OV30_session4_clip502.wav,3,"['3729', '8224', '1320']"
data\clips_aug\overlay_20140.wav,data\clips_aug\overlay_15125.wav,data\clips_libricss\OV20_session3_clip349.wav,3,"['672', '3729', '260']"
data\clips_aug\overlay_20141.wav,data\clips_aug\overlay_16680.wav,data\clips_libricss\OV10_session2_clip546.wav,3,"['4970', '8230', '7127']"
data\clips_aug\overlay_20142.wav,data\clips_libricss\OV20_session4_clip20.wav,data\clips_libricss\OV40_session0_clip582.wav,3,"['3570', '8230', '4446']"
data\clips_aug\overlay_20143.wav,data\clips_libricss\OV40_session3_clip82.wav,data\clips_libricss\OV30_session8_clip41.wav,3,"['4077', '1320', '1188']"
data\clips_aug\overlay_20144.wav,data\clips_aug\overlay_16332.wav,data\clips_libricss\OV10_session9_clip165.wav,3,"['7729', '672', '6930']"
data\clips_aug\overlay_20145.wav,data\clips_aug\overlay_6061.wav,data\clips_libricss\0L_session7_clip176.wav,3,"['3729', '8224', '8230']"
data\clips_aug\overlay_20146.wav,data\clips_libricss\OV20_session8_clip5.wav,data\clips_libricss\OV30_session1_clip319.wav,3,"['1995', '8230', '4992']"
data\clips_aug\overlay_20147.wav,data\clips_libricss\OV40_session3_clip358.wav,data\clips_libricss\OV10_session0_clip480.wav,3,"['5105', '3575', '8463']"
data\clips_aug\overlay_20148.wav,data\clips_aug\overlay_19546.wav,data\clips_libricss\OV10_session4_clip257.wav,3,"['6930', '1284', '2300']"
data\clips_aug\overlay_20149.wav,data\clips_aug\overlay_18358.wav,data\clips_libricss\OV20_session4_clip149.wav,3,"['2300', '672', '5105']"
data\clips_aug\overlay_20150.wav,data\clips_aug\overlay_9249.wav,data\clips_libricss\0S_session7_clip5.wav,3,"['8455', '8224', '3729']"
data\clips_aug\overlay_20151.wav,data\clips_libricss\OV30_session5_clip213.wav,data\clips_libricss\OV30_session7_clip524.wav,3,"['4077', '3729', '2300']"
data\clips_aug\overlay_20152.wav,data\clips_aug\overlay_18179.wav,data\clips_libricss\OV30_session3_clip150.wav,3,"['1995', '1284', '4446']"
data\clips_aug\overlay_20153.wav,data\clips_aug\overlay_17395.wav,data\clips_libricss\OV10_session8_clip16.wav,3,"['1089', '1221', '672']"
data\clips_aug\overlay_20154.wav,data\clips_aug\overlay_1249.wav,data\clips_libricss\OV10_session1_clip276.wav,3,"['672', '5639', '8555']"
data\clips_aug\overlay_20155.wav,data\clips_aug\overlay_11491.wav,data\clips_libricss\OV30_session5_clip136.wav,3,"['2300', '8230', '8224']"
data\clips_aug\overlay_20156.wav,data\clips_aug\overlay_16211.wav,data\clips_libricss\0S_session8_clip410.wav,3,"['3575', '8224', '5639']"
data\clips_aug\overlay_20157.wav,data\clips_libricss\OV10_session6_clip197.wav,data\clips_libricss\0L_session8_clip240.wav,3,"['6829', '1089', '5142']"
data\clips_aug\overlay_20158.wav,data\clips_aug\overlay_17038.wav,data\clips_libricss\0L_session9_clip572.wav,3,"['7729', '8230', '1188']"
data\clips_aug\overlay_20159.wav,data\clips_aug\overlay_10629.wav,data\clips_libricss\0S_session6_clip339.wav,3,"['1188', '8224', '6829']"
data\clips_aug\overlay_20160.wav,data\clips_aug\overlay_6286.wav,data\clips_libricss\0L_session6_clip153.wav,3,"['121', '7127', '1995']"
data\clips_aug\overlay_20161.wav,data\clips_aug\overlay_13336.wav,data\clips_libricss\0S_session9_clip489.wav,3,"['3575', '2094', '8230']"
data\clips_aug\overlay_20162.wav,data\clips_aug\overlay_5420.wav,data\clips_libricss\OV40_session9_clip337.wav,3,"['3729', '61', '4077']"
data\clips_aug\overlay_20163.wav,data\clips_aug\overlay_18133.wav,data\clips_libricss\0S_session6_clip553.wav,3,"['237', '4507', '260']"
data\clips_aug\overlay_20164.wav,data\clips_aug\overlay_12936.wav,data\clips_libricss\OV30_session7_clip321.wav,3,"['4446', '1284', '1188']"
data\clips_aug\overlay_20165.wav,data\clips_aug\overlay_4340.wav,data\clips_libricss\OV20_session7_clip104.wav,3,"['3570', '1188', '2300']"
data\clips_aug\overlay_20166.wav,data\clips_aug\overlay_16278.wav,data\clips_libricss\0S_session4_clip504.wav,3,"['7127', '3570', '5683']"
data\clips_aug\overlay_20167.wav,data\clips_aug\overlay_165.wav,data\clips_libricss\OV30_session8_clip66.wav,3,"['1188', '7127', '3570']"
data\clips_aug\overlay_20168.wav,data\clips_libricss\OV40_session3_clip488.wav,data\clips_libricss\OV20_session1_clip188.wav,3,"['4077', '1580', '1089']"
data\clips_aug\overlay_20169.wav,data\clips_aug\overlay_13362.wav,data\clips_libricss\0S_session1_clip329.wav,3,"['7021', '7729', '8555']"
data\clips_aug\overlay_20170.wav,data\clips_aug\overlay_6414.wav,data\clips_libricss\0L_session8_clip529.wav,3,"['4446', '6930', '8463']"
data\clips_aug\overlay_20171.wav,data\clips_libricss\OV20_session4_clip207.wav,data\clips_libricss\OV20_session6_clip537.wav,3,"['5105', '2830', '121']"
data\clips_aug\overlay_20172.wav,data\clips_aug\overlay_11255.wav,data\clips_libricss\0L_session4_clip235.wav,3,"['2830', '8455', '1089']"
data\clips_aug\overlay_20173.wav,data\clips_aug\overlay_4775.wav,data\clips_libricss\OV30_session8_clip44.wav,3,"['5105', '5639', '1188']"
data\clips_aug\overlay_20174.wav,data\clips_libricss\OV30_session8_clip450.wav,data\clips_libricss\OV10_session4_clip245.wav,3,"['908', '1188', '260']"
data\clips_aug\overlay_20175.wav,data\clips_aug\overlay_8232.wav,data\clips_libricss\0S_session5_clip342.wav,3,"['5639', '2961', '2300']"
data\clips_aug\overlay_20176.wav,data\clips_aug\overlay_7632.wav,data\clips_libricss\OV20_session6_clip460.wav,3,"['3729', '8224', '4507']"
data\clips_aug\overlay_20177.wav,data\clips_aug\overlay_4509.wav,data\clips_libricss\OV10_session0_clip548.wav,3,"['5105', '1188', '1320']"
data\clips_aug\overlay_20178.wav,data\clips_aug\overlay_15120.wav,data\clips_libricss\0L_session9_clip451.wav,3,"['3575', '6930', '2300']"
data\clips_aug\overlay_20179.wav,data\clips_libricss\OV40_session4_clip179.wav,data\clips_libricss\0S_session1_clip507.wav,3,"['1995', '3729', '121']"
data\clips_aug\overlay_20180.wav,data\clips_aug\overlay_6040.wav,data\clips_libricss\OV20_session4_clip36.wav,3,"['908', '121', '3729']"
data\clips_aug\overlay_20181.wav,data\clips_libricss\OV10_session5_clip30.wav,data\clips_libricss\0L_session3_clip444.wav,3,"['4970', '3575', '2961']"
data\clips_aug\overlay_20182.wav,data\clips_aug\overlay_7074.wav,data\clips_libricss\0L_session7_clip64.wav,3,"['3570', '1188', '4077']"
