clip_dir,clip_1,clip_2,speaker_count,speakers
data\clips_aug\overlay_17532.wav,data\clips_libricss\0L_session8_clip170.wav,data\clips_libricss\OV20_session3_clip557.wav,2,"['4992', '5142']"
data\clips_aug\overlay_17533.wav,data\author_data\clips_real\Recording_upstairs4_clip598.wav,data\clips_libricss\OV30_session3_clip482.wav,2,"['6930', '1320']"
data\clips_aug\overlay_17534.wav,data\author_data\clips_real\Recording_upstairs4_clip1047.wav,data\clips_libricss\OV30_session8_clip51.wav,2,"['7021', '1188']"
data\clips_aug\overlay_17535.wav,data\clips_rir\largeroom1_6_clip11.wav,data\clips_libricss\OV40_session5_clip498.wav,2,"['237', '8224']"
data\clips_aug\overlay_17536.wav,data\clips_rir\mediumroom2_3_clip27.wav,data\clips_libricss\OV30_session8_clip48.wav,2,"['7021', '1188']"
data\clips_aug\overlay_17537.wav,data\clips_rir\largeroom2_6_clip2.wav,data\clips_libricss\OV10_session0_clip166.wav,2,"['1320', '8463']"
data\clips_aug\overlay_17538.wav,data\author_data\clips_real\Recording_upstairs4_clip4432.wav,data\clips_libricss\OV10_session9_clip87.wav,2,"['8224', '5639']"
data\clips_aug\overlay_17539.wav,data\author_data\clips_real\Recording_upstairs4_clip2776.wav,data\clips_libricss\OV30_session2_clip339.wav,2,"['4507', '3575']"
data\clips_aug\overlay_17540.wav,data\author_data\clips_real\Recording_upstairs4_clip3453.wav,data\clips_libricss\OV40_session2_clip317.wav,2,"['6930', '8230']"
data\clips_aug\overlay_17541.wav,data\author_data\clips_real\Recording_upstairs4_clip2487.wav,data\clips_libricss\OV40_session2_clip317.wav,2,"['6930', '8230']"
data\clips_aug\overlay_17542.wav,data\author_data\clips_real\Recording_upstairs4_clip1501.wav,data\clips_libricss\OV40_session9_clip516.wav,2,"['4077', '3575']"
data\clips_aug\overlay_17543.wav,data\author_data\clips_real\Recording_upstairs4_clip973.wav,data\clips_libricss\OV10_session4_clip52.wav,2,"['672', '1188']"
data\clips_aug\overlay_17544.wav,data\clips_libricss\0L_session0_clip214.wav,data\clips_libricss\OV20_session0_clip436.wav,2,"['4507', '1089']"
data\clips_aug\overlay_17545.wav,data\author_data\clips_real\Recording_upstairs4_clip3860.wav,data\clips_libricss\OV30_session7_clip195.wav,2,"['2300', '1188']"
data\clips_aug\overlay_17546.wav,data\author_data\clips_real\Recording_upstairs4_clip4248.wav,data\clips_libricss\OV30_session6_clip170.wav,2,"['5683', '8555']"
data\clips_aug\overlay_17547.wav,data\clips_rir\smallroom2_1_clip2.wav,data\clips_libricss\OV20_session9_clip5.wav,2,"['7176', '5639']"
data\clips_aug\overlay_17548.wav,data\clips_libricss\0L_session6_clip239.wav,data\clips_libricss\OV40_session2_clip573.wav,2,"['8224', '1188']"
data\clips_aug\overlay_17549.wav,data\clips_libricss\0L_session7_clip528.wav,data\clips_libricss\OV10_session0_clip293.wav,2,"['1995', '4992']"
data\clips_aug\overlay_17550.wav,data\clips_libricss\0L_session8_clip345.wav,data\clips_libricss\0S_session2_clip578.wav,2,"['2961', '7176']"
data\clips_aug\overlay_17551.wav,data\author_data\clips_real\Recording_downstairs1_clip41.wav,data\clips_libricss\OV30_session2_clip31.wav,2,"['4507', '5639']"
data\clips_aug\overlay_17552.wav,data\clips_libricss\0L_session8_clip485.wav,data\clips_libricss\OV40_session0_clip194.wav,2,"['7729', '2830']"
data\clips_aug\overlay_17553.wav,data\author_data\clips_real\Recording_downstairs1_clip954.wav,data\clips_libricss\OV40_session5_clip356.wav,2,"['8224', '1284']"
data\clips_aug\overlay_17554.wav,data\author_data\clips_real\Recording_upstairs4_clip4519.wav,data\clips_libricss\OV10_session7_clip117.wav,2,"['1995', '1221']"
data\clips_aug\overlay_17555.wav,data\author_data\clips_real\Recording_upstairs4_clip4377.wav,data\clips_libricss\OV30_session5_clip217.wav,2,"['3729', '2830']"
data\clips_aug\overlay_17556.wav,data\clips_rir\simroom3_1_clip20.wav,data\clips_libricss\OV40_session9_clip55.wav,2,"['8224', '1284']"
data\clips_aug\overlay_17557.wav,data\clips_rir\simroom1_7_clip15.wav,data\clips_libricss\OV30_session6_clip87.wav,2,"['2094', '61']"
data\clips_aug\overlay_17558.wav,data\clips_libricss\OV20_session3_clip1.wav,data\clips_libricss\0S_session8_clip22.wav,2,"['3570', '1188']"
data\clips_aug\overlay_17559.wav,data\clips_libricss\0L_session4_clip443.wav,data\clips_libricss\0S_session5_clip416.wav,2,"['121', '4970']"
data\clips_aug\overlay_17560.wav,data\clips_rir\mediumroom1_6_clip13.wav,data\clips_libricss\OV30_session8_clip266.wav,2,"['3570', '8230']"
data\clips_aug\overlay_17561.wav,data\clips_rir\largeroom2_7_clip12.wav,data\clips_libricss\OV40_session8_clip110.wav,2,"['8230', '1580']"
data\clips_aug\overlay_17562.wav,data\author_data\clips_real\Recording_downstairs1_clip282.wav,data\clips_libricss\OV20_session9_clip3.wav,2,"['7176', '5639']"
data\clips_aug\overlay_17563.wav,data\author_data\clips_real\Recording_upstairs4_clip3410.wav,data\clips_libricss\OV40_session2_clip153.wav,2,"['6930', '1188']"
data\clips_aug\overlay_17564.wav,data\author_data\clips_real\Recording_upstairs4_clip3210.wav,data\clips_libricss\OV40_session4_clip213.wav,2,"['4077', '8555']"
data\clips_aug\overlay_17565.wav,data\clips_libricss\0L_session8_clip499.wav,data\clips_libricss\OV10_session4_clip400.wav,2,"['672', '7021']"
data\clips_aug\overlay_17566.wav,data\author_data\clips_real\Recording_upstairs4_clip3286.wav,data\clips_libricss\OV40_session7_clip597.wav,2,"['8455', '2830']"
data\clips_aug\overlay_17567.wav,data\clips_libricss\0L_session3_clip48.wav,data\clips_libricss\OV30_session2_clip532.wav,2,"['1995', '1284']"
data\clips_aug\overlay_17568.wav,data\author_data\clips_real\Recording_upstairs4_clip3994.wav,data\clips_libricss\OV40_session4_clip579.wav,2,"['4077', '1188']"
data\clips_aug\overlay_17569.wav,data\author_data\clips_real\Recording_upstairs4_clip1022.wav,data\clips_libricss\OV40_session7_clip298.wav,2,"['1221', '8455']"
data\clips_aug\overlay_17570.wav,data\author_data\clips_real\Recording_upstairs4_clip2075.wav,data\clips_libricss\OV40_session0_clip423.wav,2,"['7127', '7729']"
data\clips_aug\overlay_17571.wav,data\clips_rir\simroom1_2_clip29.wav,data\clips_libricss\OV40_session6_clip85.wav,2,"['2094', '4970']"
data\clips_aug\overlay_17572.wav,data\clips_rir\simroom3_6_clip17.wav,data\clips_libricss\0S_session5_clip188.wav,2,"['4507', '7021']"
data\clips_aug\overlay_17573.wav,data\author_data\clips_real\Recording_upstairs4_clip1653.wav,data\clips_libricss\OV20_session1_clip312.wav,2,"['1580', '1089']"
data\clips_aug\overlay_17574.wav,data\author_data\clips_real\Recording_upstairs4_clip3330.wav,data\clips_libricss\OV30_session4_clip395.wav,2,"['260', '1320']"
data\clips_aug\overlay_17575.wav,data\author_data\clips_real\Recording_upstairs4_clip605.wav,data\clips_libricss\OV30_session8_clip498.wav,2,"['3570', '7021']"
data\clips_aug\overlay_17576.wav,data\author_data\clips_real\Recording_upstairs4_clip2854.wav,data\clips_libricss\OV30_session6_clip300.wav,2,"['5683', '8555']"
data\clips_aug\overlay_17577.wav,data\clips_libricss\0L_session9_clip60.wav,data\clips_libricss\OV20_session5_clip71.wav,2,"['3570', '1188']"
data\clips_aug\overlay_17578.wav,data\clips_rir\smallroom2_1_clip23.wav,data\clips_libricss\OV20_session8_clip508.wav,2,"['908', '8224']"
data\clips_aug\overlay_17579.wav,data\clips_libricss\0L_session7_clip549.wav,data\clips_libricss\OV40_session1_clip376.wav,2,"['121', '1580']"
data\clips_aug\overlay_17580.wav,data\clips_rir\simroom2_1_clip12.wav,data\clips_libricss\OV20_session6_clip311.wav,2,"['6829', '5105']"
data\clips_aug\overlay_17581.wav,data\clips_rir\smallroom1_10_clip28.wav,data\clips_libricss\OV20_session7_clip370.wav,2,"['2300', '6930']"
data\clips_aug\overlay_17582.wav,data\author_data\clips_real\Recording_upstairs4_clip4315.wav,data\clips_libricss\OV20_session2_clip286.wav,2,"['2961', '8230']"
data\clips_aug\overlay_17583.wav,data\author_data\clips_real\Recording_upstairs4_clip1744.wav,data\clips_libricss\OV40_session5_clip265.wav,2,"['2961', '4507']"
data\clips_aug\overlay_17584.wav,data\author_data\clips_real\Recording_upstairs4_clip291.wav,data\clips_libricss\OV20_session8_clip370.wav,2,"['7127', '1995']"
data\clips_aug\overlay_17585.wav,data\author_data\clips_real\Recording_upstairs1_clip36.wav,data\clips_libricss\OV30_session4_clip259.wav,2,"['8555', '2830']"
data\clips_aug\overlay_17586.wav,data\author_data\clips_real\Recording_downstairs1_clip115.wav,data\clips_libricss\OV30_session1_clip295.wav,2,"['1580', '4970']"
data\clips_aug\overlay_17587.wav,data\clips_libricss\OV10_session9_clip55.wav,data\clips_libricss\OV30_session6_clip84.wav,2,"['908', '2094']"
data\clips_aug\overlay_17588.wav,data\author_data\clips_real\Recording_upstairs4_clip2704.wav,data\clips_libricss\OV10_session6_clip439.wav,2,"['8555', '4446']"
data\clips_aug\overlay_17589.wav,data\clips_rir\mediumroom1_4_clip13.wav,data\clips_libricss\OV40_session5_clip238.wav,2,"['2961', '4446']"
data\clips_aug\overlay_17590.wav,data\clips_rir\largeroom2_6_clip23.wav,data\clips_libricss\OV30_session0_clip134.wav,2,"['1995', '2961']"
data\clips_aug\overlay_17591.wav,data\author_data\clips_real\Recording_upstairs4_clip1314.wav,data\clips_libricss\OV10_session5_clip38.wav,2,"['6930', '8230']"
data\clips_aug\overlay_17592.wav,data\author_data\clips_real\Recording_upstairs4_clip3534.wav,data\clips_libricss\0S_session0_clip407.wav,2,"['6829', '4992']"
data\clips_aug\overlay_17593.wav,data\author_data\clips_real\Recording_downstairs1_clip951.wav,data\clips_libricss\OV20_session7_clip93.wav,2,"['672', '2961']"
data\clips_aug\overlay_17594.wav,data\author_data\clips_real\Recording_downstairs1_clip313.wav,data\clips_libricss\0S_session2_clip357.wav,2,"['4970', '61']"
data\clips_aug\overlay_17595.wav,data\author_data\clips_real\Recording_upstairs1_clip2.wav,data\clips_libricss\OV30_session9_clip31.wav,2,"['7729', '7176']"
data\clips_aug\overlay_17596.wav,data\author_data\clips_real\Recording_downstairs1_clip978.wav,data\clips_libricss\OV20_session3_clip595.wav,2,"['5105', '5142']"
data\clips_aug\overlay_17597.wav,data\author_data\clips_real\Recording_upstairs4_clip433.wav,data\clips_libricss\OV20_session2_clip508.wav,2,"['2961', '4507']"
data\clips_aug\overlay_17598.wav,data\clips_rir\smallroom1_9_clip17.wav,data\clips_libricss\OV20_session2_clip293.wav,2,"['8230', '4507']"
data\clips_aug\overlay_17599.wav,data\author_data\clips_real\Recording_upstairs4_clip3384.wav,data\clips_libricss\OV20_session4_clip33.wav,2,"['3729', '2830']"
data\clips_aug\overlay_17600.wav,data\author_data\clips_real\Recording_upstairs4_clip1510.wav,data\clips_libricss\OV40_session3_clip394.wav,2,"['1320', '3575']"
data\clips_aug\overlay_17601.wav,data\clips_rir\simroom1_10_clip2.wav,data\clips_libricss\0S_session6_clip74.wav,2,"['4507', '3729']"
data\clips_aug\overlay_17602.wav,data\author_data\clips_real\Recording_upstairs2_clip99.wav,data\clips_libricss\0S_session6_clip432.wav,2,"['7729', '4970']"
data\clips_aug\overlay_17603.wav,data\author_data\clips_real\Recording_upstairs4_clip889.wav,data\clips_libricss\OV30_session2_clip577.wav,2,"['8224', '1284']"
data\clips_aug\overlay_17604.wav,data\author_data\clips_real\Recording_upstairs2_clip39.wav,data\clips_libricss\OV30_session0_clip339.wav,2,"['1995', '3575']"
data\clips_aug\overlay_17605.wav,data\clips_rir\smallroom2_1_clip5.wav,data\clips_libricss\OV30_session6_clip500.wav,2,"['908', '8555']"
data\clips_aug\overlay_17606.wav,data\author_data\clips_real\Recording_upstairs4_clip4775.wav,data\clips_libricss\OV40_session3_clip303.wav,2,"['1320', '5105']"
data\clips_aug\overlay_17607.wav,data\author_data\clips_real\Recording_upstairs4_clip906.wav,data\clips_libricss\OV20_session1_clip302.wav,2,"['1580', '8224']"
data\clips_aug\overlay_17608.wav,data\author_data\clips_real\Recording_upstairs4_clip3905.wav,data\clips_libricss\OV40_session7_clip271.wav,2,"['8230', '8455']"
data\clips_aug\overlay_17609.wav,data\clips_rir\largeroom1_3_clip27.wav,data\clips_libricss\OV30_session9_clip430.wav,2,"['6930', '1188']"
data\clips_aug\overlay_17610.wav,data\author_data\clips_real\Recording_upstairs4_clip1169.wav,data\clips_libricss\OV40_session6_clip394.wav,2,"['7021', '4970']"
data\clips_aug\overlay_17611.wav,data\clips_rir\largeroom2_5_clip24.wav,data\clips_libricss\OV30_session2_clip78.wav,2,"['8224', '5639']"
data\clips_aug\overlay_17612.wav,data\author_data\clips_real\Recording_upstairs4_clip413.wav,data\clips_libricss\OV30_session1_clip166.wav,2,"['8230', '8455']"
data\clips_aug\overlay_17613.wav,data\clips_libricss\0L_session3_clip89.wav,data\clips_libricss\OV40_session7_clip51.wav,2,"['5142', '2830']"
data\clips_aug\overlay_17614.wav,data\author_data\clips_real\Recording_upstairs4_clip448.wav,data\clips_libricss\0S_session8_clip383.wav,2,"['5683', '5639']"
data\clips_aug\overlay_17615.wav,data\author_data\clips_real\Recording_downstairs1_clip510.wav,data\clips_libricss\OV40_session7_clip139.wav,2,"['1580', '2830']"
data\clips_aug\overlay_17616.wav,data\clips_libricss\0L_session1_clip220.wav,data\clips_libricss\OV40_session7_clip177.wav,2,"['8230', '1580']"
data\clips_aug\overlay_17617.wav,data\author_data\clips_real\Recording_upstairs4_clip871.wav,data\clips_libricss\OV40_session6_clip564.wav,2,"['2094', '8230']"
data\clips_aug\overlay_17618.wav,data\clips_rir\mediumroom2_4_clip13.wav,data\clips_libricss\OV20_session3_clip200.wav,2,"['7729', '8455']"
data\clips_aug\overlay_17619.wav,data\author_data\clips_real\Recording_upstairs4_clip1569.wav,data\clips_libricss\OV30_session4_clip260.wav,2,"['121', '2830']"
data\clips_aug\overlay_17620.wav,data\clips_rir\mediumroom1_10_clip23.wav,data\clips_libricss\OV10_session5_clip31.wav,2,"['8230', '3575']"
data\clips_aug\overlay_17621.wav,data\author_data\clips_real\Recording_downstairs1_clip416.wav,data\clips_libricss\OV30_session7_clip174.wav,2,"['4446', '1089']"
data\clips_aug\overlay_17622.wav,data\author_data\clips_real\Recording_upstairs3_clip18.wav,data\clips_libricss\0S_session7_clip67.wav,2,"['2300', '121']"
data\clips_aug\overlay_17623.wav,data\author_data\clips_real\Recording_downstairs1_clip458.wav,data\clips_libricss\OV30_session0_clip180.wav,2,"['2961', '1089']"
data\clips_aug\overlay_17624.wav,data\author_data\clips_real\Recording_upstairs4_clip4877.wav,data\clips_libricss\OV30_session2_clip32.wav,2,"['4507', '5639']"
data\clips_aug\overlay_17625.wav,data\clips_rir\largeroom2_4_clip10.wav,data\clips_libricss\OV30_session6_clip483.wav,2,"['2094', '8555']"
data\clips_aug\overlay_17626.wav,data\clips_rir\largeroom2_10_clip9.wav,data\clips_libricss\OV30_session2_clip121.wav,2,"['1995', '1284']"
data\clips_aug\overlay_17627.wav,data\author_data\clips_real\Recording_upstairs4_clip1889.wav,data\clips_libricss\OV20_session8_clip9.wav,2,"['2300', '8230']"
data\clips_aug\overlay_17628.wav,data\author_data\clips_real\Recording_upstairs4_clip3296.wav,data\clips_libricss\OV20_session3_clip369.wav,2,"['1320', '5142']"
data\clips_aug\overlay_17629.wav,data\author_data\clips_real\Recording_upstairs4_clip1833.wav,data\clips_libricss\0S_session6_clip256.wav,2,"['3729', '4507']"
data\clips_aug\overlay_17630.wav,data\author_data\clips_real\Recording_downstairs1_clip705.wav,data\clips_libricss\OV40_session1_clip10.wav,2,"['1580', '4446']"
data\clips_aug\overlay_17631.wav,data\clips_libricss\0L_session3_clip351.wav,data\clips_libricss\OV30_session9_clip119.wav,2,"['1320', '7021']"
data\clips_aug\overlay_17632.wav,data\clips_rir\largeroom1_9_clip9.wav,data\clips_libricss\0S_session4_clip432.wav,2,"['672', '1221']"
data\clips_aug\overlay_17633.wav,data\author_data\clips_real\Recording_upstairs4_clip4866.wav,data\clips_libricss\OV20_session2_clip188.wav,2,"['2961', '4507']"
data\clips_aug\overlay_17634.wav,data\author_data\clips_real\Recording_downstairs1_clip558.wav,data\clips_libricss\OV40_session5_clip39.wav,2,"['4507', '8224']"
data\clips_aug\overlay_17635.wav,data\author_data\clips_real\Recording_upstairs4_clip2858.wav,data\clips_libricss\OV20_session3_clip243.wav,2,"['4992', '1320']"
data\clips_aug\overlay_17636.wav,data\author_data\clips_real\Recording_upstairs4_clip3572.wav,data\clips_libricss\OV30_session5_clip413.wav,2,"['4077', '2830']"
data\clips_aug\overlay_17637.wav,data\author_data\clips_real\Recording_upstairs4_clip5320.wav,data\clips_libricss\OV10_session0_clip401.wav,2,"['1995', '4992']"
data\clips_aug\overlay_17638.wav,data\clips_rir\simroom1_9_clip2.wav,data\clips_libricss\OV20_session6_clip132.wav,2,"['7176', '8463']"
data\clips_aug\overlay_17639.wav,data\author_data\clips_real\Recording_upstairs4_clip3813.wav,data\clips_libricss\OV10_session7_clip562.wav,2,"['7729', '61']"
data\clips_aug\overlay_17640.wav,data\author_data\clips_real\Recording_upstairs4_clip4226.wav,data\clips_libricss\OV20_session5_clip450.wav,2,"['2961', '61']"
data\clips_aug\overlay_17641.wav,data\clips_rir\smallroom2_4_clip26.wav,data\clips_libricss\OV20_session3_clip138.wav,2,"['908', '5105']"
data\clips_aug\overlay_17642.wav,data\clips_libricss\0L_session2_clip1.wav,data\clips_libricss\OV40_session7_clip122.wav,2,"['8455', '1580']"
data\clips_aug\overlay_17643.wav,data\author_data\clips_real\Recording_upstairs4_clip1758.wav,data\clips_libricss\OV40_session0_clip149.wav,2,"['7127', '1320']"
data\clips_aug\overlay_17644.wav,data\author_data\clips_real\Recording_upstairs4_clip361.wav,data\clips_libricss\OV30_session2_clip63.wav,2,"['1995', '5639']"
data\clips_aug\overlay_17645.wav,data\author_data\clips_real\Recording_downstairs1_clip191.wav,data\clips_libricss\OV10_session8_clip153.wav,2,"['4077', '7729']"
data\clips_aug\overlay_17646.wav,data\author_data\clips_real\Recording_upstairs4_clip4231.wav,data\clips_libricss\0S_session7_clip130.wav,2,"['4077', '260']"
data\clips_aug\overlay_17647.wav,data\clips_libricss\0L_session0_clip164.wav,data\clips_libricss\OV40_session1_clip424.wav,2,"['260', '8455']"
data\clips_aug\overlay_17648.wav,data\clips_libricss\0L_session6_clip106.wav,data\clips_libricss\OV40_session5_clip37.wav,2,"['4507', '8224']"
data\clips_aug\overlay_17649.wav,data\clips_rir\simroom3_2_clip23.wav,data\clips_libricss\OV40_session1_clip450.wav,2,"['260', '121']"
data\clips_aug\overlay_17650.wav,data\clips_libricss\0L_session1_clip555.wav,data\clips_libricss\OV20_session0_clip596.wav,2,"['1089', '4970']"
data\clips_aug\overlay_17651.wav,data\author_data\clips_real\Recording_upstairs4_clip1499.wav,data\clips_libricss\OV10_session6_clip499.wav,2,"['121', '1089']"
data\clips_aug\overlay_17652.wav,data\clips_rir\simroom2_2_clip15.wav,data\clips_libricss\OV30_session7_clip308.wav,2,"['1089', '2830']"
data\clips_aug\overlay_17653.wav,data\author_data\clips_real\Recording_upstairs4_clip599.wav,data\clips_libricss\OV20_session4_clip154.wav,2,"['1089', '5105']"
data\clips_aug\overlay_17654.wav,data\clips_rir\smallroom1_1_clip19.wav,data\clips_libricss\OV20_session5_clip505.wav,2,"['3570', '1188']"
data\clips_aug\overlay_17655.wav,data\author_data\clips_real\Recording_downstairs2_clip118.wav,data\clips_libricss\OV40_session1_clip450.wav,2,"['260', '121']"
data\clips_aug\overlay_17656.wav,data\author_data\clips_real\Recording_upstairs4_clip1384.wav,data\clips_libricss\OV10_session8_clip9.wav,2,"['2300', '672']"
data\clips_aug\overlay_17657.wav,data\author_data\clips_real\Recording_upstairs4_clip1306.wav,data\clips_libricss\OV40_session7_clip151.wav,2,"['8230', '2830']"
data\clips_aug\overlay_17658.wav,data\author_data\clips_real\Recording_upstairs4_clip2985.wav,data\clips_libricss\OV40_session1_clip464.wav,2,"['260', '7021']"
data\clips_aug\overlay_17659.wav,data\author_data\clips_real\Recording_upstairs4_clip2557.wav,data\clips_libricss\OV40_session4_clip132.wav,2,"['4077', '8555']"
data\clips_aug\overlay_17660.wav,data\author_data\clips_real\Recording_upstairs4_clip2109.wav,data\clips_libricss\OV20_session8_clip201.wav,2,"['7127', '908']"
data\clips_aug\overlay_17661.wav,data\clips_rir\largeroom2_10_clip11.wav,data\clips_libricss\OV20_session1_clip366.wav,2,"['8224', '5142']"
data\clips_aug\overlay_17662.wav,data\author_data\clips_real\Recording_downstairs1_clip646.wav,data\clips_libricss\OV40_session9_clip312.wav,2,"['4077', '7176']"
data\clips_aug\overlay_17663.wav,data\author_data\clips_real\Recording_upstairs4_clip1229.wav,data\clips_libricss\OV40_session6_clip179.wav,2,"['4970', '1188']"
data\clips_aug\overlay_17664.wav,data\author_data\clips_real\Recording_upstairs4_clip5267.wav,data\clips_libricss\0S_session1_clip253.wav,2,"['1089', '5105']"
data\clips_aug\overlay_17665.wav,data\author_data\clips_real\Recording_upstairs4_clip1158.wav,data\clips_libricss\OV40_session8_clip491.wav,2,"['6930', '4970']"
data\clips_aug\overlay_17666.wav,data\clips_rir\largeroom1_1_clip11.wav,data\clips_libricss\OV40_session7_clip143.wav,2,"['8455', '8463']"
data\clips_aug\overlay_17667.wav,data\clips_rir\largeroom2_1_clip17.wav,data\clips_libricss\OV40_session5_clip399.wav,2,"['4077', '8224']"
data\clips_aug\overlay_17668.wav,data\clips_rir\mediumroom1_6_clip26.wav,data\clips_libricss\OV30_session2_clip339.wav,2,"['4507', '3575']"
data\clips_aug\overlay_17669.wav,data\clips_libricss\0L_session4_clip573.wav,data\clips_libricss\OV40_session6_clip575.wav,2,"['8230', '7021']"
data\clips_aug\overlay_17670.wav,data\author_data\clips_real\Recording_upstairs4_clip601.wav,data\clips_libricss\OV30_session6_clip310.wav,2,"['4992', '8555']"
data\clips_aug\overlay_17671.wav,data\author_data\clips_real\Recording_upstairs4_clip4109.wav,data\clips_libricss\OV40_session2_clip148.wav,2,"['6930', '8224']"
data\clips_aug\overlay_17672.wav,data\clips_rir\simroom2_3_clip21.wav,data\clips_libricss\OV10_session7_clip158.wav,2,"['908', '1221']"
data\clips_aug\overlay_17673.wav,data\author_data\clips_real\Recording_upstairs4_clip2467.wav,data\clips_libricss\OV40_session9_clip484.wav,2,"['7176', '8463']"
data\clips_aug\overlay_17674.wav,data\author_data\clips_real\Recording_upstairs4_clip5009.wav,data\clips_libricss\OV20_session9_clip73.wav,2,"['4077', '7729']"
